"Data","Targa","Velocita","Limite","Multa"
2029-08-25,"YA903CV",140,130,36
2029-08-26,"OA155IP",45,90,0
2029-08-27,"MM675KK",91,110,0
2029-08-28,"WI673DS",111,70,370
2029-08-29,"RH786AZ",91,110,0
2029-08-30,"OF618PX",93,110,0
2029-08-31,"LQ280IJ",42,110,0
2029-09-01,"UE378NN",125,110,148
2029-09-02,"IT794VP",102,130,0
2029-09-03,"CV779MZ",89,70,148
2029-09-04,"MK741DK",94,50,370
2029-09-05,"ZF030FZ",145,70,500
2029-09-06,"IT073XL",78,90,0
2029-09-07,"PR236BU",110,90,148
2029-09-08,"EO641MO",129,130,0
2029-09-09,"HM449DH",112,130,0
2029-09-10,"RS276YN",72,70,36
2029-09-11,"FB582VU",78,70,36
2029-09-12,"HT813KG",134,130,36
2029-09-13,"KR854VH",145,110,148
2029-09-14,"KW215NX",146,110,148
2029-09-15,"VO501NI",108,90,148
2029-09-16,"ZL170SZ",97,90,36
2029-09-17,"FS770QB",70,130,0
2029-09-18,"DL973MM",115,110,36
2029-09-19,"OP585AY",68,50,148
2029-09-20,"QT788AG",146,130,148
2029-09-21,"HD246YO",51,50,36
2029-09-22,"YK786GM",89,70,148
2029-09-23,"VP415OZ",142,110,148
2029-09-24,"KY017ST",144,130,148
2029-09-25,"VS990HO",53,70,0
2029-09-26,"RK400BK",118,50,500
2029-09-27,"YF131EV",129,110,148
2029-09-28,"NA528XA",49,110,0
2029-09-29,"LG992NA",136,110,148
2029-09-30,"HK123IG",93,90,36
2029-10-01,"CM316YB",102,110,0
2029-10-02,"JQ967ZT",114,90,148
2029-10-03,"SJ826LM",136,110,148
2029-10-04,"LH209GV",122,70,370
2029-10-05,"NR360YN",83,110,0
2029-10-06,"YT642FS",147,90,370
2029-10-07,"MA007CA",68,90,0
2029-10-08,"FP474KV",147,110,148
2029-10-09,"WL208OT",110,110,0
2029-10-10,"ZV038CS",105,70,148
2029-10-11,"GS172MP",93,130,0
2029-10-12,"UX468CD",105,90,148
2029-10-13,"YE699PI",58,50,36
2029-10-14,"US432DS",74,70,36
2029-10-15,"DC981RR",105,130,0
2029-10-16,"JJ796HC",142,70,500
2029-10-17,"PE577EX",126,50,500
2029-10-18,"WO733EB",128,70,370
2029-10-19,"PI731RD",115,110,36
2029-10-20,"CG415SA",107,90,148
2029-10-21,"SU770AO",128,50,500
2029-10-22,"SF513EU",53,50,36
2029-10-23,"GA754HV",61,110,0
2029-10-24,"UN640HZ",127,50,500
2029-10-25,"FZ514UC",59,70,0
2029-10-26,"OS935UW",147,70,500
2029-10-27,"BJ282XL",47,90,0
2029-10-28,"NO902NA",132,110,148
2029-10-29,"DK515PW",105,110,0
2029-10-30,"VN024CU",149,90,370
2029-10-31,"VO036OD",147,110,148
2029-11-01,"JS874QQ",81,50,148
2029-11-02,"EM386PC",82,130,0
2029-11-03,"LK400BA",70,70,0
2029-11-04,"DT771AC",148,70,500
2029-11-05,"CG507TG",136,130,36
2029-11-06,"GI611IO",103,50,370
2029-11-07,"KV822FQ",41,110,0
2029-11-08,"VO468JI",51,70,0
2029-11-09,"OC223TR",141,110,148
2029-11-10,"BV040DX",142,90,370
2029-11-11,"ID320RH",99,110,0
2029-11-12,"MN562UW",96,130,0
2029-11-13,"KL856HH",102,70,148
2029-11-14,"WT965FG",79,130,0
2029-11-15,"HR383VR",45,90,0
2029-11-16,"HU094QY",98,110,0
2029-11-17,"FM538WQ",149,130,148
2029-11-18,"EK129PF",42,70,0
2029-11-19,"IL678IL",97,90,36
2029-11-20,"IJ141FX",105,90,148
2029-11-21,"EL890DX",57,90,0
2029-11-22,"PL642UX",92,90,36
2029-11-23,"JT438RR",127,90,148
2029-11-24,"AM459BZ",54,90,0
2029-11-25,"JH230CF",70,130,0
2029-11-26,"BU179BU",130,50,500
2029-11-27,"CO003KP",52,90,0
2029-11-28,"MD042HS",68,110,0
2029-11-29,"GF063TM",86,110,0
2029-11-30,"MP853BW",63,90,0
2029-12-01,"VV039BQ",143,110,148
2029-12-02,"OS983UB",142,90,370
2029-12-03,"FP178IV",42,50,0
2029-12-04,"OM187TF",66,110,0
2029-12-05,"BC301PJ",103,50,370
2029-12-06,"QQ094WC",144,110,148
2029-12-07,"CA542SF",141,70,500
2029-12-08,"YO853II",56,70,0
2029-12-09,"RG673SX",118,90,148
2029-12-10,"JH927AH",126,70,370
2029-12-11,"LQ306RC",106,70,148
2029-12-12,"HU617AS",111,50,500
2029-12-13,"HF341II",54,70,0
2029-12-14,"IQ195KG",41,90,0
2029-12-15,"DS447VS",42,50,0
2029-12-16,"TK554RX",55,110,0
2029-12-17,"OZ696DH",68,70,0
2029-12-18,"QQ916FG",105,130,0
2029-12-19,"BN887UX",75,90,0
2029-12-20,"GR547WN",43,130,0
2029-12-21,"MV877WC",64,50,148
2029-12-22,"HZ036RK",124,110,148
2029-12-23,"YU755EH",126,50,500
2029-12-24,"UR802AG",93,110,0
2029-12-25,"UE365DL",52,130,0
2029-12-26,"VF407OV",138,110,148
2029-12-27,"ZS857MB",129,50,500
2029-12-28,"QK884BB",70,110,0
2029-12-29,"LL414JG",48,130,0
2029-12-30,"MK767LW",107,130,0
2029-12-31,"PJ766SE",69,90,0
2030-01-01,"JS716LC",130,90,148
2030-01-02,"ES747BI",55,50,36
2030-01-03,"ON079ES",122,110,148
2030-01-04,"FC336NW",93,110,0
2030-01-05,"UQ564AT",99,110,0
2030-01-06,"QE997CE",50,130,0
2030-01-07,"ZW537NX",60,50,36
2030-01-08,"EK762JN",94,110,0
2030-01-09,"KO641NG",66,90,0
2030-01-10,"PQ481PU",125,70,370
2030-01-11,"LX196BK",75,90,0
2030-01-12,"KA046EZ",142,50,500
2030-01-13,"XL047SU",138,130,36
2030-01-14,"HN167LD",91,110,0
2030-01-15,"AO437BB",129,50,500
2030-01-16,"WQ800XE",144,70,500
2030-01-17,"CG930JD",111,70,370
2030-01-18,"NY282PE",122,110,148
2030-01-19,"JH543HX",93,130,0
2030-01-20,"TJ560RK",44,90,0
2030-01-21,"WK088UK",59,130,0
2030-01-22,"OR184YZ",111,50,500
2030-01-23,"GD519VZ",55,70,0
2030-01-24,"WB686LN",80,110,0
2030-01-25,"VY369GT",71,110,0
2030-01-26,"YH907BD",147,50,500
2030-01-27,"PX804PZ",121,50,500
2030-01-28,"LG171IL",105,90,148
2030-01-29,"TA551SZ",52,70,0
2030-01-30,"IC395BC",68,110,0
2030-01-31,"CH234XT",87,70,148
2030-02-01,"SC768EL",128,90,148
2030-02-02,"MV927TQ",86,90,0
2030-02-03,"HW451PH",130,50,500
2030-02-04,"YN087SG",109,130,0
2030-02-05,"QN365SK",63,90,0
2030-02-06,"DG291QI",50,110,0
2030-02-07,"JT561FM",136,130,36
2030-02-08,"QT405JE",49,90,0
2030-02-09,"JD901OF",147,90,370
2030-02-10,"EA108NK",126,50,500
2030-02-11,"KE376SW",63,90,0
2030-02-12,"IN528YY",120,90,148
2030-02-13,"LX036JM",66,50,148
2030-02-14,"EA518PS",90,90,0
2030-02-15,"XC159NS",103,70,148
2030-02-16,"DU682BQ",93,50,370
2030-02-17,"BR766VB",133,130,36
2030-02-18,"AU698GO",104,70,148
2030-02-19,"SX962KI",59,50,36
2030-02-20,"PR566TH",97,90,36
2030-02-21,"KE130OZ",43,50,0
2030-02-22,"GH624PJ",103,110,0
2030-02-23,"XG471MH",128,130,0
2030-02-24,"EK582ZK",50,90,0
2030-02-25,"BB775YO",63,110,0
2030-02-26,"IE847WU",62,70,0
2030-02-27,"ZN194RX",69,130,0
2030-02-28,"UN025HR",58,70,0
2030-03-01,"OL703GS",85,110,0
2030-03-02,"FD043PO",109,70,148
2030-03-03,"ZH530TP",92,130,0
2030-03-04,"FP953FH",71,70,36
2030-03-05,"WG293BH",41,90,0
2030-03-06,"DS236MR",86,130,0
2030-03-07,"VZ381TU",110,90,148
2030-03-08,"OL006ZK",146,130,148
2030-03-09,"FP012CB",142,110,148
2030-03-10,"YF608SC",119,110,36
2030-03-11,"CU919TI",118,130,0
2030-03-12,"UA293UH",128,70,370
2030-03-13,"JE228AA",70,130,0
2030-03-14,"EX703GU",84,50,148
2030-03-15,"YJ070DY",122,50,500
2030-03-16,"FX832SO",123,90,148
2030-03-17,"AC433LR",67,130,0
2030-03-18,"CS196NA",144,90,370
2030-03-19,"HE014XV",112,130,0
2030-03-20,"BM621BS",99,70,148
2030-03-21,"NG775NS",96,50,370
2030-03-22,"SG187RN",54,130,0
2030-03-23,"ZJ078IX",147,70,500
2030-03-24,"AN761VK",108,130,0
2030-03-25,"WU119WQ",97,110,0
2030-03-26,"CT208VS",84,50,148
2030-03-27,"EQ138ZN",67,130,0
2030-03-28,"XR038FL",81,130,0
2030-03-29,"MO886IX",104,90,148
2030-03-30,"IW750CE",40,90,0
2030-03-31,"QA840SM",74,90,0
2030-04-01,"OS583LZ",47,90,0
2030-04-02,"NT599LA",92,70,148
2030-04-03,"QA029TS",58,50,36
2030-04-04,"QZ382JC",42,110,0
2030-04-05,"UE910QF",46,110,0
2030-04-06,"HY316EC",64,50,148
2030-04-07,"EH743MO",111,50,500
2030-04-08,"LP997WR",99,50,370
2030-04-09,"TS064ZZ",101,130,0
2030-04-10,"TZ936XH",62,130,0
2030-04-11,"EE070WC",48,130,0
2030-04-12,"XT626BY",95,110,0
2030-04-13,"YS281VR",74,50,148
2030-04-14,"RR090HH",80,70,36
2030-04-15,"HB365WT",139,70,500
2030-04-16,"SB067FT",46,130,0
2030-04-17,"CX024YF",79,130,0
2030-04-18,"ER120UK",133,50,500
2030-04-19,"HO143JP",68,50,148
2030-04-20,"LK462CD",146,50,500
2030-04-21,"EE611BP",62,90,0
2030-04-22,"WL707NN",63,70,0
2030-04-23,"ZC743DK",90,110,0
2030-04-24,"YU124DO",137,90,370
2030-04-25,"OG096KN",47,130,0
2030-04-26,"XV253FI",75,90,0
2030-04-27,"JS138XP",63,70,0
2030-04-28,"VY089UY",63,70,0
2030-04-29,"VH882HI",70,110,0
2030-04-30,"TS986UN",115,70,370
2030-05-01,"IY009OR",124,110,148
2030-05-02,"IQ314YH",100,110,0
2030-05-03,"US374BU",138,90,370
2030-05-04,"QG171IZ",42,50,0
2030-05-05,"IX618WZ",144,70,500
2030-05-06,"JY721SX",52,110,0
2030-05-07,"XO543XX",56,50,36
2030-05-08,"EZ208TF",67,70,0
2030-05-09,"KO160LQ",55,130,0
2030-05-10,"PS162MU",149,90,370
2030-05-11,"NN564TE",149,50,500
2030-05-12,"YM835QO",127,50,500
2030-05-13,"ND119ON",63,70,0
2030-05-14,"MR746UM",112,130,0
2030-05-15,"OZ773FP",56,90,0
2030-05-16,"NA453HQ",60,110,0
2030-05-17,"GF051OM",91,50,370
2030-05-18,"JJ160YD",47,110,0
2030-05-19,"IT582PT",150,70,500
2030-05-20,"MB343PD",144,130,148
2030-05-21,"NI469WY",95,70,148
2030-05-22,"PG157CX",75,130,0
2030-05-23,"EY403PW",134,50,500
2030-05-24,"ZZ640NJ",74,70,36
2030-05-25,"MZ208SN",91,130,0
2030-05-26,"NF027CH",101,130,0
2030-05-27,"HQ925AM",107,50,370
2030-05-28,"GI100XJ",47,90,0
2030-05-29,"CR937IJ",65,70,0
2030-05-30,"MU022IR",108,50,370
2030-05-31,"YU673BP",103,110,0
2030-06-01,"NE043ZH",40,90,0
2030-06-02,"MO871TU",94,130,0
2030-06-03,"YU239FF",79,90,0
2030-06-04,"UH543EY",43,90,0
2030-06-05,"MW817QQ",134,50,500
2030-06-06,"NU805IM",144,90,370
2030-06-07,"RM626FA",84,130,0
2030-06-08,"TO402DK",76,130,0
2030-06-09,"TD439MP",46,90,0
2030-06-10,"KA543ED",145,70,500
2030-06-11,"HE057YP",45,50,0
2030-06-12,"OH781XC",70,130,0
2030-06-13,"HT639TH",104,70,148
2030-06-14,"OF564OW",127,70,370
2030-06-15,"AZ256ZA",90,50,148
2030-06-16,"US801PQ",140,130,36
2030-06-17,"RR542QE",138,130,36
2030-06-18,"IO585TP",63,50,148
2030-06-19,"LG087KU",79,90,0
2030-06-20,"QT188BS",61,110,0
2030-06-21,"MO406MK",58,50,36
2030-06-22,"PZ822GI",102,90,148
2030-06-23,"ZA652KK",97,70,148
2030-06-24,"AF862OT",145,90,370
2030-06-25,"UV530XS",47,50,0
2030-06-26,"WT638QF",47,50,0
2030-06-27,"FJ278AD",99,110,0
2030-06-28,"QS238FO",127,110,148
2030-06-29,"FN216TS",118,130,0
2030-06-30,"DL490OC",71,90,0
2030-07-01,"JQ478QC",99,90,36
2030-07-02,"OW494PZ",43,110,0
2030-07-03,"WZ372UD",70,70,0
2030-07-04,"BV202WQ",118,50,500
2030-07-05,"GT573XN",132,110,148
2030-07-06,"RT113AA",53,70,0
2030-07-07,"IU870ID",67,50,148
2030-07-08,"AS772FD",73,110,0
2030-07-09,"KO650NI",85,90,0
2030-07-10,"HS437BT",139,110,148
2030-07-11,"RX852HI",93,110,0
2030-07-12,"ND659DY",85,50,148
2030-07-13,"HY555PA",83,110,0
2030-07-14,"HP696RV",121,70,370
2030-07-15,"GM704GI",50,50,0
2030-07-16,"TQ941LD",45,90,0
2030-07-17,"RL365NF",141,130,148
2030-07-18,"HP190MU",79,90,0
2030-07-19,"IT681AW",111,130,0
2030-07-20,"FJ895PS",98,90,36
2030-07-21,"KR687YU",139,50,500
2030-07-22,"PS887LX",103,130,0
2030-07-23,"JJ649JJ",114,130,0
2030-07-24,"EV215WM",110,110,0
2030-07-25,"XP607PG",101,130,0
2030-07-26,"TG793PA",48,50,0
2030-07-27,"IT653EF",117,110,36
2030-07-28,"CK407IF",95,90,36
2030-07-29,"BW197JH",147,70,500
2030-07-30,"CS980LU",118,130,0
2030-07-31,"AO201SZ",107,110,0
2030-08-01,"HP781HN",44,130,0
2030-08-02,"ZG868UY",90,90,0
2030-08-03,"CJ755BS",79,130,0
2030-08-04,"FB895YO",83,130,0
2030-08-05,"HN991MF",127,130,0
2030-08-06,"OA773VI",50,50,0
2030-08-07,"QM345EK",119,70,370
2030-08-08,"TC804XL",111,70,370
2030-08-09,"SP396YA",49,50,0
2030-08-10,"RI619UH",53,90,0
2030-08-11,"CS164OW",69,90,0
2030-08-12,"WS271EN",83,110,0
2030-08-13,"PY810NL",128,130,0
2030-08-14,"KZ235SO",50,50,0
2030-08-15,"ET320WS",87,130,0
2030-08-16,"LH132EA",135,110,148
2030-08-17,"CD010HP",58,90,0
2030-08-18,"FQ128WX",138,130,36
2030-08-19,"DS234CD",134,50,500
2030-08-20,"WW679IH",42,110,0
2030-08-21,"UG392ZG",141,110,148
2030-08-22,"JV123UJ",147,50,500
2030-08-23,"TA454EU",68,70,0
2030-08-24,"IL967RG",144,90,370
2030-08-25,"OW326MO",144,110,148
2030-08-26,"JP986HA",134,130,36
2030-08-27,"RS222PP",128,90,148
2030-08-28,"KP401CV",72,130,0
2030-08-29,"RH017ZW",93,110,0
2030-08-30,"BL897GB",69,70,0
2030-08-31,"UV236KP",91,130,0
2030-09-01,"EB673MD",49,90,0
2030-09-02,"EK964FB",133,70,500
2030-09-03,"TI155ZP",56,130,0
2030-09-04,"ZA039JR",59,130,0
2030-09-05,"WE017LV",56,130,0
2030-09-06,"SZ451VO",106,50,370
2030-09-07,"OE498LQ",123,130,0
2030-09-08,"XO832PR",135,90,370
2030-09-09,"BJ161CD",114,50,500
2030-09-10,"JU740PL",111,90,148
2030-09-11,"UB007BB",102,70,148
2030-09-12,"TF459HN",85,50,148
2030-09-13,"FZ413WI",67,90,0
2030-09-14,"WV159GJ",107,110,0
2030-09-15,"EL409OG",104,90,148
2030-09-16,"RJ048FM",81,50,148
2030-09-17,"ID847BN",52,90,0
2030-09-18,"KM052AQ",55,70,0
2030-09-19,"AX213JM",79,130,0
2030-09-20,"GS869NK",95,90,36
2030-09-21,"NN908XG",74,50,148
2030-09-22,"HT822UO",124,130,0
2030-09-23,"CN591JB",112,50,500
2030-09-24,"QA087ME",99,110,0
2030-09-25,"MW727QC",131,70,500
2030-09-26,"PE065OM",91,90,36
2030-09-27,"AU429BR",56,70,0
2030-09-28,"EF211KA",98,130,0
2030-09-29,"QW180UU",120,50,500
2030-09-30,"HK596VS",54,70,0
2030-10-01,"SX749HD",111,90,148
2030-10-02,"DR891NA",142,110,148
2030-10-03,"LZ162BH",72,130,0
2030-10-04,"KO449TI",115,70,370
2030-10-05,"XG666LQ",54,70,0
2030-10-06,"KA260HX",118,110,36
2030-10-07,"JP002QD",77,90,0
2030-10-08,"SP673DX",146,50,500
2030-10-09,"GZ860GK",135,70,500
2030-10-10,"UL648WP",138,130,36
2030-10-11,"QD421UM",49,90,0
2030-10-12,"NO437WO",130,50,500
2030-10-13,"UG110NT",97,110,0
2030-10-14,"KX131UH",93,90,36
2030-10-15,"BP981QZ",74,130,0
2030-10-16,"MV241EM",78,110,0
2030-10-17,"YS608EI",47,110,0
2030-10-18,"WG977DV",136,70,500
2030-10-19,"TR388IG",70,90,0
2030-10-20,"DW888RE",47,130,0
2030-10-21,"CZ978HN",124,90,148
2030-10-22,"JY661ST",124,70,370
2030-10-23,"TJ092YS",118,70,370
2030-10-24,"AJ049QH",132,70,500
2030-10-25,"TZ307LW",41,130,0
2030-10-26,"SC787BE",119,130,0
2030-10-27,"GQ703CD",58,90,0
2030-10-28,"ZN255JG",139,110,148
2030-10-29,"GS026GR",44,110,0
2030-10-30,"GP746XG",42,50,0
2030-10-31,"EM226ND",103,110,0
2030-11-01,"JY355UP",45,130,0
2030-11-02,"PX335HY",54,50,36
2030-11-03,"VJ252ZQ",71,130,0
2030-11-04,"UI168NV",90,130,0
2030-11-05,"UW953TV",72,110,0
2030-11-06,"OZ824AE",70,90,0
2030-11-07,"NQ323LB",112,130,0
2030-11-08,"ZA940OQ",146,90,370
2030-11-09,"YQ851ZA",43,130,0
2030-11-10,"AW564BE",55,90,0
2030-11-11,"ED953XG",150,70,500
2030-11-12,"LY248HY",58,130,0
2030-11-13,"TW100AN",116,130,0
2030-11-14,"GB182JG",79,110,0
2030-11-15,"AA712PK",88,110,0
2030-11-16,"IU675XV",63,130,0
2030-11-17,"OP988UR",89,70,148
2030-11-18,"VV980FS",89,70,148
2030-11-19,"WX164US",102,110,0
2030-11-20,"ZA907SU",54,50,36
2030-11-21,"WU499SK",50,130,0
2030-11-22,"WX039IE",149,130,148
2030-11-23,"IG661LU",111,110,36
2030-11-24,"TJ133KU",111,70,370
2030-11-25,"LU266XS",73,130,0
2030-11-26,"JP299VV",125,70,370
2030-11-27,"CH627OV",67,70,0
2030-11-28,"IR122LI",45,50,0
2030-11-29,"KU019QD",115,90,148
2030-11-30,"GQ631SU",63,130,0
2030-12-01,"QF231OM",56,90,0
2030-12-02,"DT149SW",138,50,500
2030-12-03,"IC824RK",62,70,0
2030-12-04,"OG897YL",85,50,148
2030-12-05,"AX579SO",124,50,500
2030-12-06,"UU636QW",142,130,148
2030-12-07,"KH854DG",84,90,0
2030-12-08,"AQ741TA",138,70,500
2030-12-09,"WE749TM",74,50,148
2030-12-10,"EH930OA",135,130,36
2030-12-11,"QG747UK",97,110,0
2030-12-12,"HU274HL",98,130,0
2030-12-13,"QW377ET",59,130,0
2030-12-14,"DX619EC",58,90,0
2030-12-15,"WJ008GD",121,50,500
2030-12-16,"SS993RL",131,110,148
2030-12-17,"WK539PO",54,70,0
2030-12-18,"PP955FZ",67,90,0
2030-12-19,"LX293VA",90,110,0
2030-12-20,"UB658JW",52,70,0
2030-12-21,"VD101YL",116,130,0
2030-12-22,"VG467HI",94,90,36
2030-12-23,"CH175TQ",77,50,148
2030-12-24,"GT031CS",136,130,36
2030-12-25,"JQ148SO",134,90,370
2030-12-26,"CC861QO",80,110,0
2030-12-27,"UI822XL",119,110,36
2030-12-28,"TU949YO",49,50,0
2030-12-29,"SS802WK",62,110,0
2030-12-30,"DG325GB",124,110,148
2030-12-31,"ZP734MY",76,70,36
2031-01-01,"HU211EC",97,90,36
2031-01-02,"TG349SS",148,90,370
2031-01-03,"QE303VE",54,130,0
2031-01-04,"ZX119JZ",144,90,370
2031-01-05,"OS190ZR",62,70,0
2031-01-06,"YD399SM",149,90,370
2031-01-07,"IO364ZS",74,50,148
2031-01-08,"ME938NE",149,50,500
2031-01-09,"UH133TX",138,110,148
2031-01-10,"KK257DE",131,130,36
2031-01-11,"NN993JR",56,110,0
2031-01-12,"EW162ZP",82,90,0
2031-01-13,"KE486OW",44,50,0
2031-01-14,"WF742ZN",41,70,0
2031-01-15,"EX586YQ",60,130,0
2031-01-16,"XL981SN",111,50,500
2031-01-17,"VT825AV",44,110,0
2031-01-18,"AT511JY",49,130,0
2031-01-19,"VL992FZ",64,50,148
2031-01-20,"BD995KA",84,130,0
2031-01-21,"DM498XT",99,90,36
2031-01-22,"FZ379LP",69,130,0
2031-01-23,"EI493KD",123,130,0
2031-01-24,"SJ055KZ",55,70,0
2031-01-25,"LA850GB",126,110,148
2031-01-26,"AJ019LT",135,130,36
2031-01-27,"JN993SH",80,90,0
2031-01-28,"DI903EB",78,50,148
2031-01-29,"JJ143DH",111,130,0
2031-01-30,"OD028CP",58,130,0
2031-01-31,"DK077JG",113,50,500
2031-02-01,"ZX680EJ",70,70,0
2031-02-02,"HG603NR",95,90,36
2031-02-03,"VN092NE",82,110,0
2031-02-04,"NR181ME",115,130,0
2031-02-05,"HB012DH",113,50,500
2031-02-06,"JW417FD",82,70,148
2031-02-07,"FH256YV",62,110,0
2031-02-08,"DJ439OR",64,110,0
2031-02-09,"KM556PV",100,130,0
2031-02-10,"PV467UZ",129,50,500
2031-02-11,"GH441PJ",91,130,0
2031-02-12,"HA166EL",73,110,0
2031-02-13,"EO235MU",78,90,0
2031-02-14,"ZW531SP",121,90,148
2031-02-15,"NC943ML",71,70,36
2031-02-16,"NR298IR",140,110,148
2031-02-17,"TN011FO",46,130,0
2031-02-18,"GN185CC",54,70,0
2031-02-19,"IF586BH",84,50,148
2031-02-20,"TY388LA",128,70,370
2031-02-21,"UZ198CX",95,110,0
2031-02-22,"LI027QB",77,50,148
2031-02-23,"KP095TB",119,130,0
2031-02-24,"QX963MY",111,50,500
2031-02-25,"BG388RR",66,50,148
2031-02-26,"HU751AX",84,110,0
2031-02-27,"WN098YS",71,130,0
2031-02-28,"EW501OQ",118,50,500
2031-03-01,"UT598ZF",74,110,0
2031-03-02,"TT480XO",107,110,0
2031-03-03,"FG165PI",44,90,0
2031-03-04,"WC488IK",52,70,0
2031-03-05,"CB930CU",87,70,148
2031-03-06,"TY820GJ",96,130,0
2031-03-07,"NJ049MV",117,90,148
2031-03-08,"IW473FI",51,110,0
2031-03-09,"TS861OQ",43,130,0
2031-03-10,"VX634JI",59,130,0
2031-03-11,"DX118KH",130,50,500
2031-03-12,"GN232JB",109,70,148
2031-03-13,"SV406HN",149,70,500
2031-03-14,"HW584OJ",142,90,370
2031-03-15,"FH044KX",89,110,0
2031-03-16,"BB537RT",49,130,0
2031-03-17,"RA069HL",58,50,36
2031-03-18,"VD674CS",48,50,0
2031-03-19,"GW174WI",115,50,500
2031-03-20,"CD613IS",77,70,36
2031-03-21,"CZ061UA",53,110,0
2031-03-22,"MW018VS",81,130,0
2031-03-23,"HT441HF",142,130,148
2031-03-24,"IC141RC",98,50,370
2031-03-25,"YB872JJ",75,130,0
2031-03-26,"LV647EB",127,130,0
2031-03-27,"SL336ZJ",108,50,370
2031-03-28,"BR071JA",53,90,0
2031-03-29,"LE710BB",112,110,36
2031-03-30,"GE164ME",150,90,370
2031-03-31,"UT720TA",142,110,148
2031-04-01,"RW758LF",131,130,36
2031-04-02,"JS895GP",136,50,500
2031-04-03,"SD935VQ",106,70,148
2031-04-04,"RJ374SV",58,110,0
2031-04-05,"PY657ST",78,50,148
2031-04-06,"OC518AH",69,130,0
2031-04-07,"OR095ZZ",46,130,0
2031-04-08,"CU021RT",42,90,0
2031-04-09,"FL296AP",72,110,0
2031-04-10,"PP068QH",142,130,148
2031-04-11,"WH517MN",106,70,148
2031-04-12,"VU503FS",84,110,0
2031-04-13,"LY729VF",63,70,0
2031-04-14,"OU136YY",100,110,0
2031-04-15,"TG800AC",72,50,148
2031-04-16,"AT810WL",104,50,370
2031-04-17,"LV872RI",90,130,0
2031-04-18,"TO365XX",143,70,500
2031-04-19,"JK302FD",65,110,0
2031-04-20,"FO304YQ",82,70,148
2031-04-21,"SE776AR",52,90,0
2031-04-22,"HH801QT",79,130,0
2031-04-23,"XD096LU",96,50,370
2031-04-24,"VW851PZ",48,130,0
2031-04-25,"TH058DE",67,110,0
2031-04-26,"LM544AW",110,130,0
2031-04-27,"LC088DY",54,90,0
2031-04-28,"ZF387ZG",96,70,148
2031-04-29,"BD191AK",101,50,370
2031-04-30,"FS329BJ",107,50,370
2031-05-01,"JQ646QP",52,110,0
2031-05-02,"JZ281JC",42,110,0
2031-05-03,"GH495HC",113,130,0
2031-05-04,"KY714DW",138,70,500
2031-05-05,"QS617CH",87,70,148
2031-05-06,"HR998SV",55,130,0
2031-05-07,"UZ671HS",85,70,148
2031-05-08,"ET288YW",45,110,0
2031-05-09,"OK487TU",48,90,0
2031-05-10,"QJ096HP",112,70,370
2031-05-11,"OO291MC",66,130,0
2031-05-12,"MH602YX",63,70,0
2031-05-13,"QP224EG",139,70,500
2031-05-14,"QO403UG",145,50,500
2031-05-15,"UQ078AV",59,50,36
2031-05-16,"DL107JL",79,50,148
2031-05-17,"VH066JE",71,110,0
2031-05-18,"BP166XL",54,110,0
2031-05-19,"LQ445CF",96,110,0
2031-05-20,"IB782QW",61,70,0
2031-05-21,"CA869KG",59,90,0
2031-05-22,"SS302DQ",105,90,148
2031-05-23,"BV502BX",146,90,370
2031-05-24,"XI647WS",138,110,148
2031-05-25,"DZ276OT",71,130,0
2031-05-26,"NB502GU",88,130,0
2031-05-27,"HC037EU",111,90,148
2031-05-28,"QX524MA",61,50,148
2031-05-29,"UA488NQ",116,90,148
2031-05-30,"VG199PI",77,50,148
2031-05-31,"BI212XY",93,70,148
2031-06-01,"UQ244VA",118,130,0
2031-06-02,"WZ362KO",55,110,0
2031-06-03,"XK293FN",71,70,36
2031-06-04,"EC513MG",138,90,370
2031-06-05,"CJ352UA",92,130,0
2031-06-06,"EQ904NW",126,50,500
2031-06-07,"DM632OR",108,50,370
2031-06-08,"MO992LT",125,130,0
2031-06-09,"VJ571CO",55,130,0
2031-06-10,"PM169LQ",49,70,0
2031-06-11,"MN576PC",110,90,148
2031-06-12,"DT866YZ",57,70,0
2031-06-13,"OF694MV",86,70,148
2031-06-14,"PY210MM",142,130,148
2031-06-15,"JO924UZ",105,110,0
2031-06-16,"XX141DT",80,90,0
2031-06-17,"WD363ZC",66,50,148
2031-06-18,"PW296QG",67,130,0
2031-06-19,"WA738MV",88,90,0
2031-06-20,"YZ390PL",58,130,0
2031-06-21,"VE561TN",71,130,0
2031-06-22,"EZ480WJ",101,50,370
2031-06-23,"UM088FJ",57,90,0
2031-06-24,"SA254GX",133,50,500
2031-06-25,"LM428AP",105,90,148
2031-06-26,"AQ326EA",78,110,0
2031-06-27,"ZX746JJ",81,50,148
2031-06-28,"VC751LR",41,70,0
2031-06-29,"SS428TB",41,70,0
2031-06-30,"ZP925WH",146,50,500
2031-07-01,"GX547FJ",119,130,0
2031-07-02,"HR892ZH",101,110,0
2031-07-03,"PQ716OX",68,130,0
2031-07-04,"LA276WH",138,130,36
2031-07-05,"JW324ZA",96,90,36
2031-07-06,"HS303WA",144,130,148
2031-07-07,"TD739RQ",117,70,370
2031-07-08,"RJ859BZ",113,130,0
2031-07-09,"TD863TJ",58,130,0
2031-07-10,"FP177SW",138,110,148
2031-07-11,"GG652QL",44,50,0
2031-07-12,"BF340EY",83,110,0
2031-07-13,"UZ256TG",67,70,0
