"","CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Credit_Limit","Contacts_Count_12_mon","Total_Trans_Amt","Total_Trans_Ct"
"7869",820925433,"Existing Customer",50,"F","Post-Graduate","Single","Less than $40K","Blue",45,1529,2,4751,81
"7870",816129258,"Existing Customer",34,"F","Post-Graduate","Single","Less than $40K","Blue",29,2509,3,4837,74
"7871",808903308,"Attrited Customer",54,"F","Unknown","Married","$40K - $60K","Blue",49,2471,6,2519,35
"7872",713809833,"Existing Customer",42,"F","Graduate","Unknown","Unknown","Blue",32,9749,2,4684,86
"7873",713542008,"Existing Customer",48,"F","High School","Unknown","Less than $40K","Blue",37,1438.3,3,4236,83
"7874",717385083,"Existing Customer",46,"M","High School","Married","$120K +","Blue",35,4916,3,4813,87
"7875",708652908,"Existing Customer",47,"F","Uneducated","Married","Less than $40K","Blue",36,2291,1,4498,81
"7876",715644633,"Existing Customer",42,"F","Graduate","Single","$40K - $60K","Blue",34,1528,1,5212,88
"7877",708761733,"Existing Customer",52,"F","High School","Married","Unknown","Blue",36,8279,2,4419,63
"7878",714600258,"Existing Customer",45,"M","Post-Graduate","Married","$60K - $80K","Blue",36,5945,2,3645,70
"7879",823566408,"Existing Customer",44,"F","Graduate","Married","Less than $40K","Blue",40,1438.3,1,4625,93
"7880",713373708,"Attrited Customer",54,"F","Unknown","Single","Less than $40K","Blue",36,1857,3,2464,57
"7881",708307533,"Existing Customer",42,"M","Uneducated","Married","$60K - $80K","Blue",30,3086,3,4129,81
"7882",820085808,"Existing Customer",54,"F","Graduate","Married","Less than $40K","Blue",49,2598,2,4692,86
"7883",716685033,"Existing Customer",38,"F","High School","Married","$40K - $60K","Blue",19,5559,2,5344,82
"7884",713063958,"Existing Customer",51,"M","Graduate","Single","$80K - $120K","Blue",39,7562,3,5010,85
"7885",708371733,"Existing Customer",41,"F","High School","Married","Less than $40K","Blue",15,4662,2,4931,81
"7886",780277458,"Existing Customer",52,"F","Graduate","Single","Less than $40K","Blue",38,2904,3,4503,89
"7887",797232183,"Existing Customer",42,"F","Unknown","Married","Less than $40K","Blue",36,2676,1,5020,75
"7888",720789933,"Existing Customer",46,"F","Graduate","Married","Unknown","Blue",32,5798,1,5027,82
"7889",808281483,"Existing Customer",46,"F","Unknown","Single","Less than $40K","Blue",41,2665,3,4249,76
"7890",712968708,"Existing Customer",55,"F","High School","Single","$40K - $60K","Blue",47,2343,1,5167,78
"7891",711263058,"Existing Customer",29,"F","Unknown","Single","Less than $40K","Blue",36,2763,2,4660,80
"7892",788813658,"Existing Customer",62,"F","Graduate","Single","Unknown","Blue",45,10503,3,4755,88
"7893",721444758,"Existing Customer",47,"F","College","Married","Less than $40K","Blue",36,2780,3,4980,78
"7894",711448983,"Attrited Customer",47,"F","Graduate","Married","Less than $40K","Blue",34,2234,2,2313,37
"7895",712664658,"Attrited Customer",35,"F","Graduate","Single","Less than $40K","Blue",30,1649,2,2549,54
"7896",714237033,"Attrited Customer",42,"F","Uneducated","Married","Unknown","Blue",36,5557,3,2299,39
"7897",718370733,"Existing Customer",48,"F","Uneducated","Married","Unknown","Blue",35,6074,3,4504,90
"7898",713726958,"Attrited Customer",40,"F","Doctorate","Married","Less than $40K","Blue",21,1728,2,2191,38
"7899",794160408,"Existing Customer",46,"F","Graduate","Married","Unknown","Blue",40,3044,1,4747,73
"7900",716009883,"Existing Customer",41,"F","Graduate","Single","$40K - $60K","Blue",28,8482,1,4245,74
"7901",711873033,"Attrited Customer",35,"F","Unknown","Single","Unknown","Blue",29,1438.3,3,2549,56
"7902",712715208,"Attrited Customer",52,"M","High School","Single","$80K - $120K","Blue",44,3770,2,2387,51
"7903",778899708,"Attrited Customer",56,"F","Unknown","Single","$40K - $60K","Blue",37,2963,3,2919,47
"7904",771865908,"Attrited Customer",48,"F","Graduate","Single","Unknown","Blue",37,11750,3,2532,48
"7905",716273133,"Existing Customer",41,"F","Graduate","Married","Less than $40K","Blue",36,1593,3,4853,78
"7906",709927458,"Existing Customer",38,"M","Graduate","Single","$40K - $60K","Blue",20,10486,3,4042,77
"7907",715162608,"Attrited Customer",48,"F","Graduate","Single","Less than $40K","Blue",41,2168,3,2499,38
"7908",719862258,"Existing Customer",38,"F","Uneducated","Single","Unknown","Blue",28,5666,3,5015,90
"7909",788719533,"Existing Customer",53,"M","Post-Graduate","Married","$80K - $120K","Blue",34,13679,3,4060,61
"7910",715566408,"Existing Customer",45,"F","Doctorate","Married","Less than $40K","Blue",36,2143,2,4404,77
"7911",717359208,"Existing Customer",57,"F","College","Married","Less than $40K","Blue",47,4945,1,4037,72
"7912",721410858,"Existing Customer",54,"F","High School","Single","Less than $40K","Blue",36,1921,0,4512,90
"7913",779420583,"Existing Customer",45,"F","Graduate","Single","Less than $40K","Blue",33,3001,3,4662,70
"7914",714222183,"Existing Customer",38,"F","Graduate","Single","$40K - $60K","Blue",36,2132,1,4874,78
"7915",709079883,"Attrited Customer",45,"F","Doctorate","Married","Less than $40K","Blue",36,1663,3,2729,38
"7916",721406658,"Attrited Customer",32,"F","Unknown","Divorced","Less than $40K","Blue",36,1732,3,2479,43
"7917",713782608,"Existing Customer",46,"F","Graduate","Single","$40K - $60K","Blue",36,2652,1,5329,83
"7918",720236433,"Existing Customer",41,"M","College","Married","$80K - $120K","Blue",22,5037,3,4379,67
"7919",785106933,"Existing Customer",51,"F","Unknown","Single","Unknown","Blue",45,6519,3,4505,71
"7920",716673258,"Existing Customer",60,"F","Unknown","Single","Less than $40K","Blue",36,2347,3,3977,83
"7921",708341958,"Existing Customer",31,"F","College","Divorced","Less than $40K","Blue",21,2061,3,4480,86
"7922",797150733,"Attrited Customer",44,"M","Unknown","Single","$40K - $60K","Blue",38,1643,2,1754,39
"7923",718279983,"Existing Customer",49,"F","College","Married","Unknown","Blue",36,5039,2,4770,74
"7924",718548558,"Existing Customer",53,"F","Unknown","Single","Less than $40K","Blue",42,2915,3,4272,70
"7925",780360558,"Existing Customer",33,"F","Graduate","Married","Less than $40K","Blue",20,1507,2,4698,87
"7926",715012833,"Existing Customer",46,"F","High School","Married","Less than $40K","Blue",36,3073,3,4858,77
"7927",772388508,"Existing Customer",43,"F","Graduate","Married","Unknown","Blue",32,8314,3,5028,80
"7928",788199858,"Existing Customer",42,"F","High School","Unknown","Unknown","Blue",34,2798,1,5758,87
"7929",769578108,"Existing Customer",40,"M","Unknown","Single","$60K - $80K","Blue",26,20929,3,4001,76
"7930",719843958,"Existing Customer",46,"M","Graduate","Married","$120K +","Blue",34,1754,3,4874,79
"7931",767197983,"Existing Customer",52,"F","High School","Single","Less than $40K","Blue",45,4209,1,5938,83
"7932",711874833,"Existing Customer",45,"M","College","Divorced","$40K - $60K","Blue",37,2449,2,5497,88
"7933",714930333,"Attrited Customer",39,"M","College","Married","$80K - $120K","Blue",30,4618,3,2476,49
"7934",720989133,"Existing Customer",41,"F","College","Married","Less than $40K","Blue",36,1654,2,4596,82
"7935",720893958,"Existing Customer",49,"F","Uneducated","Single","Less than $40K","Blue",36,1544,3,4215,53
"7936",769709058,"Existing Customer",60,"M","Uneducated","Single","$60K - $80K","Blue",54,3618,1,4228,63
"7937",711005583,"Existing Customer",37,"M","High School","Single","$80K - $120K","Blue",24,3437,3,5110,76
"7938",826548708,"Existing Customer",50,"M","Graduate","Single","$80K - $120K","Blue",46,5965,2,4637,91
"7939",711093408,"Existing Customer",46,"F","Doctorate","Married","Less than $40K","Blue",33,2644,1,4815,83
"7940",712831908,"Existing Customer",59,"F","College","Married","$40K - $60K","Blue",49,3481,1,4556,81
"7941",780222408,"Existing Customer",49,"F","Graduate","Unknown","Less than $40K","Blue",36,3272,2,4444,83
"7942",714181008,"Existing Customer",35,"F","Graduate","Married","Less than $40K","Blue",36,3019,2,4509,71
"7943",772346358,"Existing Customer",52,"F","Uneducated","Single","Less than $40K","Blue",41,1801,2,5047,79
"7944",717489033,"Attrited Customer",27,"F","High School","Single","Less than $40K","Blue",18,1438.3,4,2641,40
"7945",710969433,"Existing Customer",41,"F","Uneducated","Married","Less than $40K","Blue",31,2909,2,4230,68
"7946",715807383,"Existing Customer",45,"F","Post-Graduate","Single","$40K - $60K","Blue",36,4688,3,5248,89
"7947",711807333,"Existing Customer",37,"F","College","Single","Less than $40K","Blue",26,1438.3,2,3948,84
"7948",816086508,"Existing Customer",47,"F","Unknown","Married","Less than $40K","Blue",42,1438.3,3,4624,73
"7949",714424533,"Attrited Customer",41,"F","Graduate","Married","Less than $40K","Blue",36,1655,2,2156,37
"7950",779536233,"Existing Customer",47,"F","Graduate","Divorced","$40K - $60K","Blue",30,1438.3,1,4669,83
"7951",710794983,"Existing Customer",41,"F","High School","Single","Unknown","Blue",32,4745,1,4705,78
"7952",779890833,"Existing Customer",51,"F","High School","Divorced","Less than $40K","Blue",36,1438.3,1,4866,65
"7953",779837808,"Existing Customer",53,"F","High School","Married","$40K - $60K","Blue",37,5182,3,5012,85
"7954",713748708,"Attrited Customer",46,"F","Graduate","Single","Less than $40K","Blue",37,1438.3,4,1757,44
"7955",709123908,"Existing Customer",43,"F","Graduate","Married","$40K - $60K","Blue",36,4287,2,4874,82
"7956",816476658,"Attrited Customer",54,"F","Unknown","Married","Unknown","Blue",49,1812,3,2921,44
"7957",743800833,"Existing Customer",53,"F","College","Married","$40K - $60K","Blue",46,2304,1,4505,85
"7958",806415183,"Existing Customer",51,"F","Doctorate","Married","Unknown","Blue",46,13623,3,4534,83
"7959",794054058,"Existing Customer",50,"F","Graduate","Single","Less than $40K","Blue",44,2765,1,4010,59
"7960",771907158,"Existing Customer",54,"M","Unknown","Married","$120K +","Blue",42,3731,3,4667,88
"7961",815789883,"Existing Customer",46,"F","College","Single","Less than $40K","Blue",41,2485,2,4728,81
"7962",712177908,"Existing Customer",50,"F","College","Single","Less than $40K","Blue",36,2446,1,4310,75
"7963",711234783,"Attrited Customer",44,"F","Unknown","Married","Less than $40K","Blue",28,2020,3,2621,45
"7964",793379058,"Existing Customer",48,"F","Graduate","Single","Less than $40K","Blue",42,2214,1,5084,82
"7965",720480183,"Existing Customer",45,"F","Unknown","Divorced","Less than $40K","Blue",34,1811,1,4882,80
"7966",712974558,"Existing Customer",56,"F","College","Single","Less than $40K","Blue",43,5254,1,4546,89
"7967",717409533,"Attrited Customer",36,"F","Post-Graduate","Single","Less than $40K","Blue",26,1821,3,2824,43
"7968",712200033,"Existing Customer",44,"F","High School","Single","Less than $40K","Blue",36,3024,3,4983,78
"7969",713563383,"Existing Customer",50,"F","Unknown","Single","Less than $40K","Blue",36,1930,3,3862,80
"7970",802795608,"Existing Customer",54,"F","High School","Single","Less than $40K","Blue",48,1517,2,4981,82
"7971",787452333,"Attrited Customer",39,"F","High School","Married","Less than $40K","Blue",25,2024,1,2870,36
"7972",709520058,"Attrited Customer",53,"M","Uneducated","Married","$120K +","Blue",38,19138,2,2028,43
"7973",819690933,"Existing Customer",56,"M","Graduate","Single","$80K - $120K","Blue",51,16835,1,4059,80
"7974",820694133,"Attrited Customer",60,"F","High School","Married","Unknown","Blue",55,5549,3,2412,38
"7975",711800658,"Attrited Customer",42,"F","High School","Single","Less than $40K","Blue",36,2145,3,2465,42
"7976",717722958,"Existing Customer",43,"M","Uneducated","Married","$80K - $120K","Blue",36,4654,2,4277,71
"7977",712279683,"Attrited Customer",44,"M","Graduate","Married","$60K - $80K","Blue",36,9114,3,2740,52
"7978",716606733,"Existing Customer",33,"F","Graduate","Single","$40K - $60K","Blue",18,3043,3,4833,85
"7979",716060358,"Existing Customer",53,"F","Graduate","Married","$40K - $60K","Blue",45,4621,2,4952,82
"7980",709158333,"Existing Customer",44,"M","Graduate","Single","$60K - $80K","Blue",28,2758,1,4244,96
"7981",721113333,"Existing Customer",54,"F","Graduate","Married","Less than $40K","Blue",36,1740,3,4751,93
"7982",712620858,"Existing Customer",34,"F","Doctorate","Married","Unknown","Blue",36,7744,2,4572,60
"7983",712855683,"Existing Customer",50,"F","Post-Graduate","Married","Less than $40K","Blue",36,3350,2,4906,89
"7984",715463133,"Existing Customer",40,"M","High School","Single","$120K +","Blue",31,34516,3,3699,64
"7985",716551533,"Existing Customer",47,"F","High School","Single","Unknown","Blue",36,2874,3,4779,86
"7986",771220758,"Existing Customer",40,"F","Doctorate","Single","Unknown","Blue",27,2896,2,4614,83
"7987",709920258,"Existing Customer",41,"F","Graduate","Divorced","$40K - $60K","Blue",28,9294,3,4531,73
"7988",708959583,"Existing Customer",47,"M","High School","Married","$60K - $80K","Blue",39,9389,2,3415,84
"7989",712510833,"Existing Customer",44,"M","College","Married","$40K - $60K","Blue",30,9317,3,4121,81
"7990",710840433,"Existing Customer",34,"M","College","Unknown","$40K - $60K","Blue",20,7452,3,3339,51
"7991",712853358,"Attrited Customer",39,"F","High School","Unknown","Less than $40K","Blue",36,1817,2,2216,44
"7992",788502858,"Existing Customer",58,"M","High School","Single","$80K - $120K","Blue",51,10021,1,4431,68
"7993",721139808,"Existing Customer",42,"F","Graduate","Single","Less than $40K","Blue",36,2344,1,3889,80
"7994",711375558,"Existing Customer",48,"F","Uneducated","Single","$40K - $60K","Blue",34,3072,1,4540,78
"7995",713798958,"Existing Customer",38,"F","Unknown","Single","Less than $40K","Blue",36,1946,1,4643,87
"7996",709362033,"Attrited Customer",52,"F","Graduate","Married","Less than $40K","Blue",42,1471,3,2253,48
"7997",719860308,"Attrited Customer",42,"F","Graduate","Married","Less than $40K","Blue",36,1438.3,3,2418,48
"7998",714443058,"Attrited Customer",43,"F","College","Married","Less than $40K","Blue",28,1484,4,1664,39
"7999",716315508,"Attrited Customer",37,"F","Post-Graduate","Married","$40K - $60K","Blue",36,3233,5,1339,32
"8000",717651333,"Existing Customer",55,"F","Graduate","Single","Less than $40K","Blue",43,1745,1,4562,67
"8001",798489258,"Existing Customer",59,"F","Uneducated","Divorced","Unknown","Blue",53,3709,1,5557,82
"8002",710742408,"Existing Customer",53,"F","College","Married","Less than $40K","Blue",43,2160,3,4518,93
"8003",812089383,"Existing Customer",41,"M","Unknown","Single","$80K - $120K","Blue",36,1438.3,3,4426,88
"8004",711968358,"Existing Customer",55,"F","Graduate","Single","Less than $40K","Blue",44,2638,1,4153,77
"8005",794227308,"Existing Customer",56,"M","College","Married","$80K - $120K","Blue",50,10214,3,4493,79
"8006",719845908,"Existing Customer",52,"F","Uneducated","Single","Less than $40K","Blue",36,3240,3,4803,83
"8007",716851908,"Existing Customer",58,"F","Unknown","Married","$40K - $60K","Blue",47,2038,3,4784,70
"8008",720599658,"Existing Customer",49,"M","Unknown","Married","$40K - $60K","Blue",36,1438.3,1,5104,75
"8009",720401658,"Attrited Customer",53,"F","Graduate","Single","Less than $40K","Blue",34,1438.3,5,1985,38
"8010",827442858,"Existing Customer",56,"M","High School","Divorced","$80K - $120K","Blue",52,8111,1,3719,69
"8011",779034708,"Existing Customer",60,"F","Doctorate","Married","Unknown","Blue",41,10730,1,4939,71
"8012",718806783,"Attrited Customer",46,"F","Uneducated","Married","Unknown","Blue",36,2872,1,2629,41
"8013",714484008,"Attrited Customer",49,"F","Uneducated","Married","Less than $40K","Blue",31,1567,2,2138,41
"8014",719176308,"Attrited Customer",43,"M","College","Divorced","$80K - $120K","Blue",32,7278,2,2120,43
"8015",769662033,"Existing Customer",45,"F","College","Unknown","Less than $40K","Blue",29,1438.3,3,5025,85
"8016",721020858,"Existing Customer",34,"F","College","Single","Unknown","Blue",20,3190,2,4220,66
"8017",714630858,"Attrited Customer",36,"F","Uneducated","Unknown","Less than $40K","Blue",36,1470,2,2383,39
"8018",710838108,"Existing Customer",45,"M","Graduate","Married","$80K - $120K","Blue",36,3081,1,4317,72
"8019",712662783,"Attrited Customer",43,"F","College","Married","Unknown","Blue",36,3793,6,2577,57
"8020",713160258,"Existing Customer",54,"F","Graduate","Married","Less than $40K","Blue",44,3034,3,4349,90
"8021",778163508,"Existing Customer",37,"F","High School","Married","Unknown","Blue",27,5245,2,4938,70
"8022",713785608,"Existing Customer",49,"F","Doctorate","Single","Less than $40K","Blue",40,2960,3,4918,63
"8023",779905008,"Attrited Customer",54,"F","Graduate","Unknown","$40K - $60K","Blue",38,1779,1,2660,41
"8024",789491058,"Existing Customer",43,"F","Graduate","Married","Less than $40K","Blue",34,1620,1,4570,82
"8025",793736958,"Existing Customer",49,"M","High School","Single","$120K +","Blue",43,21680,1,4410,86
"8026",720961383,"Attrited Customer",47,"F","Uneducated","Single","Unknown","Blue",36,2952,4,2907,60
"8027",714202008,"Attrited Customer",53,"F","High School","Married","Less than $40K","Blue",36,3918,2,2115,42
"8028",721479108,"Existing Customer",52,"M","Uneducated","Single","$120K +","Blue",41,12764,3,3332,64
"8029",715549158,"Existing Customer",29,"F","Graduate","Married","Less than $40K","Blue",36,1438.3,0,4769,84
"8030",710308983,"Existing Customer",50,"F","Graduate","Unknown","Less than $40K","Blue",39,3287,3,4148,83
"8031",710981583,"Existing Customer",44,"F","Unknown","Single","$40K - $60K","Blue",36,3891,2,5131,86
"8032",712704933,"Attrited Customer",49,"F","High School","Unknown","$40K - $60K","Blue",43,4048,3,2227,41
"8033",716165508,"Existing Customer",51,"M","Uneducated","Married","$60K - $80K","Blue",40,3559,1,4498,94
"8034",710630583,"Existing Customer",47,"M","High School","Single","$60K - $80K","Blue",39,2843,1,3738,77
"8035",709571958,"Existing Customer",58,"F","Graduate","Single","Less than $40K","Blue",47,2127,2,4401,65
"8036",790115358,"Existing Customer",39,"F","Unknown","Single","Less than $40K","Blue",32,4325,2,4588,77
"8037",715904433,"Attrited Customer",42,"F","College","Married","$40K - $60K","Blue",34,1695,2,2055,46
"8038",709078908,"Existing Customer",48,"F","High School","Single","Less than $40K","Blue",32,2648,3,4926,89
"8039",717541308,"Existing Customer",61,"F","Graduate","Single","Less than $40K","Blue",45,2602,3,4838,85
"8040",779916408,"Existing Customer",39,"F","Graduate","Single","Unknown","Blue",23,1811,2,4934,70
"8041",714979383,"Existing Customer",56,"M","Graduate","Single","$60K - $80K","Blue",46,1891,2,5255,77
"8042",711691608,"Attrited Customer",46,"F","Graduate","Single","Less than $40K","Blue",36,2881,3,2450,49
"8043",788930358,"Existing Customer",42,"F","College","Single","$40K - $60K","Blue",28,2827,2,3891,81
"8044",716351208,"Existing Customer",48,"F","Uneducated","Married","Less than $40K","Blue",38,4095,2,4175,77
"8045",708266883,"Attrited Customer",34,"F","Graduate","Single","Less than $40K","Blue",36,1666,3,2312,35
"8046",718858683,"Existing Customer",42,"F","Graduate","Married","Less than $40K","Blue",36,1438.3,2,4511,76
"8047",771617883,"Existing Customer",54,"F","High School","Single","$40K - $60K","Blue",42,2205,2,4904,82
"8048",718001508,"Existing Customer",41,"F","Graduate","Married","Less than $40K","Blue",29,2890,2,4377,84
"8049",708995283,"Existing Customer",50,"F","Graduate","Unknown","Unknown","Blue",36,10417,3,4871,75
"8050",721173183,"Existing Customer",57,"F","Uneducated","Married","Unknown","Blue",43,2363,2,4984,85
"8051",711102858,"Attrited Customer",48,"F","Doctorate","Single","Unknown","Blue",36,3137,3,1618,34
"8052",711722808,"Attrited Customer",51,"F","Graduate","Single","Less than $40K","Blue",44,1483,3,2520,40
"8053",787466808,"Existing Customer",35,"F","Unknown","Married","Less than $40K","Blue",22,3009,3,5329,82
"8054",716116383,"Existing Customer",45,"F","Unknown","Married","Less than $40K","Blue",36,5087,1,4682,77
"8055",713257083,"Existing Customer",46,"F","Unknown","Married","$40K - $60K","Blue",36,1925,1,4343,66
"8056",772661808,"Existing Customer",56,"M","Graduate","Married","$120K +","Blue",46,7234,2,5051,83
"8057",713382558,"Existing Customer",57,"F","College","Single","Less than $40K","Blue",42,2063,2,4304,81
"8058",717596883,"Existing Customer",58,"F","Graduate","Single","$40K - $60K","Blue",39,5530,2,5270,78
"8059",712993008,"Existing Customer",58,"F","Unknown","Single","Less than $40K","Blue",48,3819,1,4533,68
"8060",824763783,"Existing Customer",59,"F","College","Single","Less than $40K","Blue",55,2645,3,4251,76
"8061",771730758,"Existing Customer",51,"F","High School","Single","Unknown","Blue",39,5448,2,4443,75
"8062",780265458,"Existing Customer",56,"F","Uneducated","Single","Less than $40K","Blue",42,3495,2,4466,85
"8063",714256758,"Existing Customer",50,"M","Unknown","Single","$60K - $80K","Blue",36,8074,1,4347,66
"8064",710292333,"Attrited Customer",44,"F","High School","Married","Unknown","Blue",36,7772,4,2618,52
"8065",712171158,"Existing Customer",42,"F","High School","Married","Less than $40K","Blue",30,3124,1,4986,79
"8066",787339158,"Attrited Customer",56,"M","Graduate","Married","$80K - $120K","Blue",50,8688,3,2361,41
"8067",788782008,"Existing Customer",49,"F","Unknown","Married","Less than $40K","Gold",30,15987,2,4146,69
"8068",714848958,"Attrited Customer",47,"F","Graduate","Single","Less than $40K","Gold",37,15109,1,2315,43
"8069",714987633,"Existing Customer",42,"M","Graduate","Married","$60K - $80K","Blue",36,4953,3,4026,53
"8070",717684858,"Existing Customer",50,"M","Uneducated","Single","$120K +","Blue",38,22304,3,5002,60
"8071",767376483,"Existing Customer",27,"F","College","Married","Less than $40K","Blue",20,1893,3,5176,91
"8072",709901058,"Existing Customer",38,"M","High School","Single","$40K - $60K","Blue",30,2232,1,4185,80
"8073",823149483,"Existing Customer",52,"F","Post-Graduate","Single","$40K - $60K","Blue",48,1766,3,4643,76
"8074",780073158,"Existing Customer",59,"M","High School","Single","Less than $40K","Blue",44,3790,1,4455,85
"8075",779998083,"Existing Customer",33,"M","High School","Married","$40K - $60K","Blue",23,6392,3,4069,66
"8076",713144208,"Attrited Customer",51,"F","High School","Married","Unknown","Blue",42,9989,4,2053,49
"8077",771594783,"Attrited Customer",56,"F","College","Married","Unknown","Blue",44,1438.3,4,2264,37
"8078",816613158,"Existing Customer",48,"F","Doctorate","Married","Less than $40K","Blue",43,2559,1,4117,69
"8079",770774133,"Existing Customer",53,"M","Graduate","Single","$80K - $120K","Silver",39,34516,3,4826,70
"8080",712300683,"Existing Customer",41,"F","Graduate","Single","Less than $40K","Blue",32,1438.3,1,4897,96
"8081",714536208,"Existing Customer",50,"F","Uneducated","Married","Less than $40K","Blue",36,2473,3,4203,73
"8082",784880958,"Existing Customer",34,"F","Graduate","Single","$40K - $60K","Blue",28,4022,1,3776,84
"8083",713784558,"Existing Customer",59,"F","Graduate","Single","$40K - $60K","Blue",36,3510,3,4833,77
"8084",719305608,"Attrited Customer",57,"F","High School","Single","Less than $40K","Blue",36,2347,3,2447,47
"8085",720190083,"Attrited Customer",56,"F","Unknown","Single","Less than $40K","Blue",39,1632,4,2509,47
"8086",708323208,"Attrited Customer",49,"F","Uneducated","Married","Less than $40K","Blue",36,1522,4,2241,36
"8087",781183233,"Existing Customer",44,"F","High School","Single","Less than $40K","Blue",25,2085,1,3805,79
"8088",718825908,"Existing Customer",60,"F","Doctorate","Single","Unknown","Blue",47,3803,1,4575,78
"8089",716963283,"Attrited Customer",47,"F","Graduate","Unknown","Less than $40K","Blue",38,3165,3,2751,49
"8090",714924483,"Existing Customer",60,"F","Unknown","Single","Less than $40K","Blue",46,4628,2,4226,92
"8091",779922183,"Existing Customer",52,"F","High School","Married","Less than $40K","Blue",36,2253,2,4758,81
"8092",719449533,"Attrited Customer",49,"F","Uneducated","Single","$40K - $60K","Blue",38,2655,3,2386,49
"8093",712559058,"Existing Customer",54,"M","High School","Single","$80K - $120K","Blue",45,20882,2,4765,76
"8094",717853233,"Existing Customer",41,"M","College","Married","$80K - $120K","Blue",31,3306,3,4772,76
"8095",790069233,"Existing Customer",45,"F","High School","Divorced","Less than $40K","Blue",37,2052,2,4289,72
"8096",794576058,"Existing Customer",42,"M","Graduate","Married","$80K - $120K","Blue",26,8480,3,4070,76
"8097",779877858,"Existing Customer",53,"F","College","Unknown","Less than $40K","Blue",37,2081,2,4428,80
"8098",772334133,"Existing Customer",53,"F","Graduate","Married","Unknown","Blue",42,4637,3,4583,86
"8099",714139308,"Existing Customer",53,"M","Uneducated","Married","$60K - $80K","Blue",42,1438.3,1,4722,81
"8100",806634783,"Existing Customer",38,"F","College","Married","Less than $40K","Blue",33,3420,2,4267,75
"8101",720101658,"Existing Customer",26,"F","Graduate","Single","Less than $40K","Blue",19,3416,2,4614,70
"8102",719925483,"Existing Customer",46,"M","Graduate","Married","$80K - $120K","Blue",36,2171,1,4531,88
"8103",719572833,"Existing Customer",57,"F","Graduate","Unknown","$40K - $60K","Blue",46,2791,2,5440,83
"8104",720729108,"Existing Customer",32,"F","Unknown","Single","Less than $40K","Blue",17,4445,1,5373,87
"8105",819214233,"Existing Customer",43,"F","Graduate","Married","Less than $40K","Blue",38,1530,2,5138,84
"8106",718896108,"Existing Customer",48,"F","High School","Unknown","Less than $40K","Blue",36,1438.3,1,5014,84
"8107",713723433,"Existing Customer",52,"F","High School","Single","Less than $40K","Blue",44,5721,3,4188,79
"8108",708514383,"Existing Customer",38,"F","College","Married","Unknown","Blue",29,3809,0,4314,81
"8109",716961033,"Existing Customer",48,"F","High School","Single","Less than $40K","Blue",40,3520,3,3630,78
"8110",778819083,"Attrited Customer",41,"F","Doctorate","Married","$40K - $60K","Blue",33,1604,3,2264,47
"8111",714773508,"Attrited Customer",54,"F","Graduate","Married","$40K - $60K","Blue",46,1632,3,2532,43
"8112",814181433,"Existing Customer",46,"M","College","Married","$40K - $60K","Blue",41,3914,2,4242,64
"8113",711984633,"Existing Customer",36,"F","Graduate","Married","Less than $40K","Blue",27,2328,3,4373,89
"8114",710662158,"Existing Customer",41,"M","Unknown","Married","$120K +","Blue",34,34516,3,2051,41
"8115",711356733,"Existing Customer",45,"F","Unknown","Single","Less than $40K","Blue",36,3883,3,4667,90
"8116",711456108,"Attrited Customer",46,"F","Unknown","Married","$40K - $60K","Blue",39,1438.3,3,2488,44
"8117",780727833,"Existing Customer",51,"F","High School","Single","Less than $40K","Blue",41,3229,3,4526,95
"8118",771471708,"Existing Customer",44,"F","Graduate","Unknown","Less than $40K","Blue",32,3080,3,5097,77
"8119",714320358,"Existing Customer",38,"F","College","Single","Less than $40K","Blue",33,2569,2,4126,56
"8120",720700008,"Existing Customer",50,"F","High School","Single","Less than $40K","Blue",36,4517,3,4686,81
"8121",713027058,"Attrited Customer",46,"F","Doctorate","Single","Less than $40K","Blue",36,2292,3,2595,31
"8122",778228458,"Existing Customer",52,"F","Uneducated","Single","Less than $40K","Blue",42,2510,3,4943,70
"8123",781137783,"Attrited Customer",40,"M","High School","Unknown","Less than $40K","Blue",33,2420,4,2478,43
"8124",719821908,"Attrited Customer",38,"F","High School","Single","Less than $40K","Blue",16,2703,2,2752,43
"8125",720537633,"Existing Customer",44,"F","Doctorate","Married","Less than $40K","Blue",36,3047,1,4961,85
"8126",712378983,"Attrited Customer",54,"M","Unknown","Single","$80K - $120K","Blue",47,7570,5,2599,61
"8127",763681908,"Existing Customer",34,"F","Unknown","Married","Less than $40K","Blue",27,5795,1,5674,78
"8128",721164483,"Existing Customer",46,"F","College","Married","$40K - $60K","Blue",34,1441,3,4894,84
"8129",715447008,"Existing Customer",50,"F","Graduate","Married","Less than $40K","Blue",36,2999,2,5119,83
"8130",769676358,"Existing Customer",38,"M","High School","Single","$60K - $80K","Blue",32,1438.3,2,5066,76
"8131",710487033,"Existing Customer",44,"F","High School","Married","$40K - $60K","Blue",28,1438.3,3,4445,78
"8132",714197133,"Attrited Customer",51,"F","College","Married","$40K - $60K","Blue",36,4762,3,2811,52
"8133",718488783,"Existing Customer",40,"M","College","Unknown","$40K - $60K","Blue",30,4802,2,4821,66
"8134",715663458,"Existing Customer",51,"F","Unknown","Married","Less than $40K","Blue",39,2268,1,5016,88
"8135",717865008,"Existing Customer",51,"F","Unknown","Married","$40K - $60K","Blue",36,1438.3,1,4425,81
