"id_spedizione","modalita_spedizione","valutazione_cliente","costo_prodotto","acquisti_precedenti","importanza_prodotto","genere","sconto_offerto","peso_grammi","consegna_puntuale"
9950,"Nave",3,259,4,"alta","Femmina",7,1208,"No"
9951,"Nave",2,238,5,"bassa","Femmina",4,1962,"No"
9952,"Nave",4,288,4,"media","Femmina",9,1575,"No"
9953,"Nave",4,284,4,"bassa","Maschio",3,1751,"Si"
9954,"Nave",4,243,5,"media","Maschio",2,1842,"No"
9955,"Nave",2,260,4,"bassa","Femmina",8,1522,"No"
9956,"Nave",3,264,5,"bassa","Femmina",2,1541,"No"
9957,"Nave",2,269,5,"media","Femmina",10,1113,"Si"
9958,"Nave",4,282,4,"bassa","Maschio",6,1800,"No"
9959,"Nave",2,250,6,"bassa","Maschio",1,1296,"Si"
9960,"Nave",5,230,5,"bassa","Femmina",8,1067,"No"
9961,"Nave",5,254,4,"alta","Femmina",10,1217,"No"
9962,"Nave",4,256,5,"bassa","Maschio",2,1723,"Si"
9963,"Nave",2,255,5,"bassa","Femmina",7,1378,"No"
9964,"Nave",3,306,4,"bassa","Maschio",2,1790,"Si"
9965,"Nave",2,189,2,"bassa","Femmina",2,1837,"No"
9966,"Nave",3,280,4,"bassa","Maschio",2,1753,"No"
9967,"Nave",5,310,4,"media","Femmina",10,1553,"No"
9968,"Nave",4,266,2,"media","Maschio",1,5494,"No"
9969,"Nave",3,196,3,"bassa","Maschio",4,5622,"No"
9970,"Nave",2,198,5,"media","Femmina",6,5443,"No"
9971,"Nave",5,163,2,"alta","Maschio",6,5253,"Si"
9972,"Nave",3,137,3,"bassa","Femmina",8,4742,"No"
9973,"Nave",1,167,2,"bassa","Femmina",8,4171,"Si"
9974,"Nave",5,115,2,"bassa","Maschio",10,4200,"No"
9975,"Strada",2,192,2,"bassa","Maschio",5,4046,"No"
9976,"Strada",2,238,5,"media","Maschio",9,4618,"No"
9977,"Strada",2,142,3,"bassa","Maschio",2,4790,"Si"
9978,"Strada",2,256,2,"bassa","Femmina",7,5725,"Si"
9979,"Strada",1,208,3,"media","Femmina",7,4592,"No"
9980,"Strada",2,257,2,"media","Maschio",8,4242,"Si"
9981,"Strada",3,227,3,"media","Maschio",8,5829,"Si"
9982,"Strada",2,219,4,"bassa","Maschio",8,5660,"No"
9983,"Strada",3,202,2,"bassa","Femmina",9,5645,"Si"
9984,"Strada",2,158,3,"media","Femmina",9,4078,"Si"
9985,"Strada",3,235,3,"bassa","Femmina",7,4829,"Si"
9986,"Strada",4,233,3,"bassa","Maschio",9,4300,"Si"
9987,"Strada",5,244,3,"media","Maschio",3,5857,"Si"
9988,"Strada",5,244,5,"media","Femmina",10,4163,"No"
9989,"Strada",5,148,3,"bassa","Maschio",4,5919,"No"
9990,"Strada",5,171,2,"alta","Maschio",8,4602,"No"
9991,"Strada",2,197,5,"bassa","Femmina",4,4196,"Si"
9992,"Strada",1,256,3,"bassa","Femmina",5,5643,"No"
9993,"Strada",3,223,2,"media","Maschio",7,5007,"No"
9994,"Strada",2,271,4,"bassa","Femmina",4,4066,"No"
9995,"Strada",1,135,4,"media","Femmina",8,5001,"Si"
9996,"Strada",4,272,2,"bassa","Maschio",7,4145,"No"
9997,"Aereo",1,265,3,"media","Femmina",10,4244,"No"
9998,"Aereo",5,180,2,"alta","Maschio",5,4585,"Si"
9999,"Aereo",3,187,3,"bassa","Maschio",2,5967,"No"
10000,"Aereo",3,158,3,"bassa","Maschio",1,5502,"No"
10001,"Aereo",1,234,2,"media","Femmina",4,5164,"No"
10002,"Aereo",4,224,5,"media","Maschio",10,5602,"No"
10003,"Aereo",4,153,3,"media","Maschio",3,4422,"Si"
10004,"Aereo",5,125,2,"bassa","Femmina",2,4182,"Si"
10005,"Aereo",1,204,3,"media","Maschio",3,4310,"No"
10006,"Aereo",1,199,3,"alta","Maschio",3,5127,"No"
10007,"Aereo",4,216,3,"bassa","Femmina",3,5149,"No"
10008,"Aereo",3,183,3,"bassa","Femmina",6,5712,"Si"
10009,"Aereo",3,136,3,"media","Femmina",4,5769,"Si"
10010,"Aereo",1,269,3,"bassa","Femmina",3,4409,"Si"
10011,"Aereo",5,105,4,"bassa","Maschio",6,5135,"Si"
10012,"Aereo",2,253,2,"bassa","Femmina",4,4502,"Si"
10013,"Aereo",1,263,3,"media","Maschio",4,4616,"No"
10014,"Aereo",1,266,3,"bassa","Maschio",10,4382,"No"
10015,"Aereo",3,185,2,"bassa","Maschio",4,4746,"No"
10016,"Aereo",4,245,2,"media","Femmina",1,4427,"No"
10017,"Aereo",5,184,3,"media","Femmina",9,4969,"No"
10018,"Aereo",4,235,3,"media","Femmina",8,4636,"No"
10019,"Nave",2,247,3,"media","Maschio",8,5194,"No"
10020,"Nave",4,145,2,"media","Maschio",9,5070,"No"
10021,"Nave",3,158,2,"bassa","Femmina",4,5960,"No"
10022,"Nave",5,268,2,"bassa","Maschio",2,4721,"Si"
10023,"Nave",1,186,3,"media","Femmina",4,5515,"Si"
10024,"Nave",3,226,3,"media","Maschio",8,5106,"Si"
10025,"Nave",1,258,3,"media","Maschio",7,4466,"Si"
10026,"Nave",4,189,3,"alta","Maschio",2,5464,"No"
10027,"Nave",3,255,4,"media","Femmina",4,4178,"Si"
10028,"Nave",5,207,4,"bassa","Femmina",1,5035,"No"
10029,"Nave",5,271,3,"bassa","Maschio",2,5229,"Si"
10030,"Nave",4,239,4,"media","Femmina",10,5455,"Si"
10031,"Nave",4,186,3,"bassa","Femmina",8,4969,"Si"
10032,"Nave",1,139,3,"media","Femmina",7,4275,"No"
10033,"Nave",3,224,6,"media","Maschio",10,4221,"No"
10034,"Nave",2,198,2,"alta","Maschio",2,5662,"No"
10035,"Nave",4,102,3,"alta","Femmina",9,5644,"Si"
10036,"Nave",3,219,3,"alta","Maschio",5,4321,"No"
10037,"Nave",5,240,5,"media","Maschio",8,4314,"No"
10038,"Nave",2,222,2,"media","Maschio",1,4021,"Si"
10039,"Nave",2,221,2,"media","Femmina",3,4500,"Si"
10040,"Nave",3,229,2,"media","Femmina",1,5294,"Si"
10041,"Nave",2,146,3,"bassa","Femmina",5,4725,"No"
10042,"Nave",3,165,2,"bassa","Maschio",1,5661,"No"
10043,"Nave",4,200,3,"bassa","Femmina",7,5807,"Si"
10044,"Nave",2,232,2,"bassa","Maschio",5,4907,"No"
10045,"Nave",5,240,2,"bassa","Femmina",2,5655,"No"
10046,"Nave",4,240,4,"media","Maschio",7,4552,"Si"
10047,"Nave",2,187,3,"media","Femmina",7,5334,"No"
10048,"Nave",4,239,3,"bassa","Femmina",7,4960,"No"
10049,"Nave",1,171,4,"media","Femmina",6,5398,"No"
10050,"Nave",2,239,4,"media","Maschio",8,4039,"No"
10051,"Nave",2,166,5,"bassa","Maschio",8,4493,"No"
10052,"Nave",1,113,2,"media","Femmina",7,5234,"Si"
10053,"Nave",3,104,5,"bassa","Femmina",6,4617,"Si"
10054,"Nave",4,270,3,"media","Femmina",10,5417,"No"
10055,"Nave",1,145,2,"media","Maschio",8,4485,"Si"
10056,"Nave",5,171,3,"media","Maschio",5,4075,"Si"
10057,"Nave",5,160,3,"bassa","Femmina",9,5799,"Si"
10058,"Nave",2,210,2,"media","Femmina",1,5437,"Si"
10059,"Nave",1,256,4,"media","Femmina",3,5324,"No"
10060,"Nave",5,155,3,"bassa","Femmina",10,5315,"Si"
10061,"Nave",1,126,5,"media","Femmina",2,5659,"Si"
10062,"Nave",1,189,3,"bassa","Maschio",1,4886,"No"
10063,"Nave",1,206,3,"alta","Maschio",2,5013,"Si"
10064,"Nave",3,242,2,"media","Maschio",2,5879,"No"
10065,"Nave",1,258,2,"bassa","Femmina",4,5262,"No"
10066,"Nave",4,196,4,"bassa","Femmina",10,4871,"Si"
10067,"Nave",3,209,3,"bassa","Maschio",1,5186,"No"
10068,"Nave",4,259,2,"bassa","Maschio",6,4308,"Si"
10069,"Nave",1,140,2,"media","Femmina",8,4965,"No"
10070,"Nave",3,141,2,"media","Femmina",10,4651,"No"
10071,"Nave",1,160,2,"media","Maschio",5,4435,"Si"
10072,"Nave",4,208,4,"media","Femmina",8,4116,"No"
10073,"Nave",4,198,3,"bassa","Femmina",3,5322,"No"
10074,"Nave",4,264,3,"bassa","Maschio",6,5959,"Si"
10075,"Nave",3,136,4,"bassa","Maschio",10,5911,"No"
10076,"Nave",4,221,4,"bassa","Femmina",2,5595,"Si"
10077,"Nave",3,242,3,"bassa","Femmina",10,4889,"Si"
10078,"Nave",2,162,3,"bassa","Maschio",7,5614,"No"
10079,"Nave",5,258,3,"bassa","Femmina",3,5422,"Si"
10080,"Nave",3,172,3,"media","Femmina",3,4056,"No"
10081,"Nave",4,222,4,"media","Maschio",6,4733,"No"
10082,"Nave",2,215,2,"bassa","Femmina",7,4305,"No"
10083,"Nave",4,164,2,"bassa","Maschio",1,4067,"Si"
10084,"Nave",1,233,3,"bassa","Femmina",6,5560,"No"
10085,"Nave",4,249,3,"media","Femmina",1,5743,"No"
10086,"Nave",5,217,3,"bassa","Femmina",3,5380,"Si"
10087,"Nave",3,260,3,"bassa","Maschio",1,4796,"No"
10088,"Nave",1,219,2,"media","Maschio",6,5314,"No"
10089,"Nave",1,267,4,"media","Maschio",2,4024,"No"
10090,"Nave",3,137,4,"bassa","Femmina",9,4754,"No"
10091,"Nave",5,141,2,"bassa","Maschio",1,4395,"Si"
10092,"Nave",2,201,2,"media","Maschio",6,5729,"No"
10093,"Nave",1,125,4,"media","Maschio",3,5595,"No"
10094,"Nave",1,173,2,"media","Femmina",1,5927,"Si"
10095,"Nave",5,271,2,"media","Femmina",6,4020,"Si"
10096,"Nave",5,243,3,"bassa","Maschio",9,5263,"No"
10097,"Nave",1,151,3,"bassa","Femmina",9,4895,"No"
10098,"Nave",4,224,4,"media","Femmina",2,4503,"Si"
10099,"Nave",2,141,3,"bassa","Maschio",7,4682,"No"
10100,"Nave",2,133,3,"media","Maschio",10,5803,"No"
10101,"Nave",2,239,3,"bassa","Maschio",4,5628,"Si"
10102,"Nave",3,203,2,"bassa","Maschio",8,5597,"No"
10103,"Nave",2,220,3,"bassa","Femmina",9,5896,"No"
10104,"Nave",3,212,2,"bassa","Maschio",8,5513,"No"
10105,"Nave",4,252,4,"media","Maschio",4,4787,"No"
10106,"Nave",5,265,3,"bassa","Maschio",3,5637,"No"
10107,"Nave",2,199,3,"bassa","Maschio",7,5342,"No"
10108,"Nave",5,209,3,"alta","Femmina",4,5413,"No"
10109,"Nave",5,254,3,"bassa","Femmina",7,4363,"No"
10110,"Nave",3,216,3,"alta","Maschio",9,4032,"Si"
10111,"Nave",4,196,2,"media","Maschio",2,5515,"No"
10112,"Strada",4,258,3,"alta","Maschio",2,5420,"No"
10113,"Strada",3,137,3,"alta","Maschio",7,5794,"Si"
10114,"Strada",5,282,4,"bassa","Maschio",10,4901,"No"
10115,"Strada",2,156,2,"media","Maschio",10,4276,"No"
10116,"Strada",5,237,5,"media","Maschio",4,4917,"No"
10117,"Strada",5,170,3,"media","Maschio",3,4695,"Si"
10118,"Strada",1,243,3,"alta","Femmina",9,4277,"No"
10119,"Strada",5,163,3,"media","Femmina",2,4887,"No"
10120,"Strada",4,257,3,"bassa","Femmina",4,4883,"No"
10121,"Strada",4,179,6,"media","Maschio",1,5433,"No"
10122,"Strada",3,274,4,"media","Femmina",7,4828,"No"
10123,"Strada",4,174,2,"bassa","Femmina",4,4295,"Si"
10124,"Strada",2,162,6,"bassa","Femmina",4,4094,"No"
10125,"Strada",2,269,6,"media","Maschio",4,4423,"No"
10126,"Strada",1,147,2,"bassa","Maschio",8,4600,"Si"
10127,"Strada",4,286,4,"media","Femmina",5,4262,"No"
10128,"Strada",5,271,3,"bassa","Femmina",6,5471,"Si"
10129,"Strada",2,130,4,"alta","Maschio",4,4371,"No"
10130,"Strada",5,258,2,"media","Femmina",2,4303,"Si"
10131,"Strada",1,151,3,"media","Femmina",1,4981,"No"
10132,"Strada",4,208,8,"media","Femmina",4,5155,"Si"
10133,"Strada",2,137,10,"bassa","Femmina",5,4510,"No"
10134,"Aereo",1,250,3,"media","Femmina",8,5509,"No"
10135,"Aereo",5,211,2,"bassa","Femmina",4,4106,"Si"
10136,"Aereo",1,196,3,"media","Femmina",9,5216,"Si"
10137,"Aereo",4,174,3,"bassa","Femmina",3,5366,"Si"
10138,"Aereo",5,277,4,"media","Femmina",5,1845,"Si"
10139,"Aereo",2,284,4,"bassa","Femmina",7,1181,"Si"
10140,"Aereo",5,258,5,"bassa","Maschio",3,1162,"No"
10141,"Aereo",1,254,4,"bassa","Maschio",9,1876,"No"
10142,"Aereo",5,263,5,"media","Maschio",10,1789,"Si"
10143,"Aereo",5,267,4,"bassa","Maschio",3,1550,"No"
10144,"Aereo",4,247,4,"media","Maschio",2,1858,"Si"
10145,"Aereo",1,233,5,"media","Maschio",4,1622,"No"
10146,"Aereo",5,254,4,"media","Femmina",6,1014,"No"
10147,"Aereo",3,289,5,"media","Femmina",1,1949,"Si"
10148,"Aereo",2,282,4,"media","Femmina",9,1385,"No"
10149,"Aereo",3,243,6,"media","Femmina",10,1189,"Si"
10150,"Aereo",1,243,5,"media","Maschio",8,1732,"No"
10151,"Aereo",5,228,5,"bassa","Maschio",2,1996,"No"
10152,"Aereo",4,235,5,"bassa","Femmina",8,1549,"No"
10153,"Aereo",1,274,6,"bassa","Maschio",8,1141,"Si"
10154,"Aereo",3,254,5,"media","Femmina",7,1615,"Si"
10155,"Aereo",4,237,5,"media","Femmina",6,4586,"No"
10156,"Nave",4,170,3,"media","Maschio",4,4062,"No"
10157,"Nave",4,243,3,"alta","Femmina",4,5082,"Si"
10158,"Nave",5,163,3,"media","Maschio",1,4049,"Si"
10159,"Nave",3,257,3,"bassa","Maschio",5,4937,"Si"
10160,"Nave",3,179,6,"media","Maschio",1,4930,"Si"
10161,"Nave",1,274,4,"media","Maschio",4,4057,"No"
10162,"Nave",4,174,2,"bassa","Maschio",7,4596,"No"
10163,"Nave",1,162,6,"bassa","Maschio",1,5525,"Si"
10164,"Nave",1,269,6,"media","Femmina",2,5363,"No"
10165,"Nave",3,147,2,"bassa","Maschio",2,5431,"No"
10166,"Nave",5,286,4,"media","Femmina",4,4889,"No"
10167,"Nave",5,271,3,"bassa","Maschio",9,4185,"No"
10168,"Nave",1,130,4,"alta","Femmina",9,4946,"Si"
10169,"Nave",4,258,2,"media","Femmina",5,4562,"No"
10170,"Nave",5,151,3,"media","Maschio",2,5506,"No"
10171,"Nave",2,208,8,"media","Maschio",5,4751,"No"
10172,"Nave",2,137,10,"bassa","Femmina",4,4490,"No"
10173,"Nave",2,250,3,"media","Maschio",6,4636,"No"
10174,"Nave",3,211,2,"bassa","Femmina",6,5473,"Si"
10175,"Nave",4,196,3,"media","Femmina",2,4320,"Si"
10176,"Nave",2,174,3,"bassa","Femmina",3,5207,"Si"
10177,"Nave",3,277,4,"media","Femmina",6,1433,"No"
10178,"Nave",3,284,4,"bassa","Femmina",3,1291,"No"
10179,"Nave",4,258,5,"bassa","Maschio",9,1947,"Si"
10180,"Nave",2,254,4,"bassa","Maschio",6,1006,"No"
10181,"Nave",5,263,5,"media","Maschio",2,1417,"No"
10182,"Nave",1,267,4,"bassa","Maschio",9,1146,"Si"
10183,"Nave",2,247,4,"media","Maschio",3,1118,"No"
10184,"Nave",3,233,5,"media","Femmina",3,1398,"No"
10185,"Nave",5,254,4,"media","Femmina",1,1347,"No"
10186,"Nave",2,289,5,"media","Femmina",10,1607,"Si"
10187,"Nave",3,282,4,"media","Femmina",8,1375,"No"
10188,"Nave",2,243,6,"media","Maschio",7,1752,"No"
10189,"Nave",4,243,5,"media","Femmina",4,1813,"No"
10190,"Nave",1,228,5,"bassa","Femmina",6,1874,"No"
10191,"Nave",5,235,5,"bassa","Maschio",8,1332,"Si"
10192,"Nave",3,306,4,"bassa","Femmina",4,1630,"No"
10193,"Nave",1,189,2,"bassa","Femmina",6,1269,"No"
10194,"Nave",4,280,4,"bassa","Maschio",4,1831,"Si"
10195,"Nave",4,310,4,"media","Maschio",1,1494,"Si"
10196,"Nave",3,264,6,"media","Femmina",10,1962,"Si"
10197,"Nave",5,243,6,"bassa","Maschio",9,1348,"No"
10198,"Nave",5,245,5,"bassa","Maschio",5,1252,"No"
10199,"Nave",5,239,6,"bassa","Maschio",1,1384,"No"
10200,"Nave",3,248,5,"bassa","Femmina",7,1789,"Si"
10201,"Nave",1,268,4,"bassa","Femmina",1,1654,"Si"
10202,"Nave",4,271,4,"bassa","Femmina",6,1503,"No"
10203,"Nave",5,233,5,"bassa","Femmina",8,1040,"Si"
10204,"Nave",1,245,5,"bassa","Maschio",9,1694,"Si"
10205,"Nave",2,248,5,"media","Femmina",1,1845,"Si"
10206,"Nave",2,234,5,"media","Maschio",6,1703,"No"
10207,"Nave",2,259,5,"media","Femmina",2,1054,"No"
10208,"Nave",1,259,6,"bassa","Femmina",2,1876,"No"
10209,"Nave",2,263,6,"bassa","Maschio",2,1851,"No"
10210,"Nave",1,158,5,"bassa","Maschio",4,1171,"Si"
10211,"Nave",5,270,5,"bassa","Maschio",5,1852,"Si"
10212,"Nave",3,271,5,"bassa","Maschio",6,1555,"Si"
10213,"Nave",5,237,5,"media","Femmina",9,1709,"No"
10214,"Nave",1,250,4,"media","Maschio",5,1747,"No"
10215,"Nave",2,270,5,"bassa","Femmina",10,1340,"No"
10216,"Nave",5,242,6,"bassa","Femmina",9,1858,"No"
10217,"Nave",1,271,5,"bassa","Femmina",4,1557,"Si"
10218,"Nave",3,254,5,"bassa","Femmina",8,1851,"No"
10219,"Nave",3,274,5,"media","Maschio",7,1696,"Si"
10220,"Nave",3,249,5,"bassa","Femmina",10,1067,"Si"
10221,"Nave",3,245,5,"bassa","Maschio",7,1182,"No"
10222,"Nave",5,237,5,"bassa","Femmina",9,1978,"Si"
10223,"Nave",3,238,6,"bassa","Maschio",2,1898,"No"
10224,"Nave",3,242,5,"bassa","Femmina",6,1681,"No"
10225,"Nave",5,217,6,"media","Maschio",1,1761,"No"
10226,"Nave",2,242,6,"bassa","Femmina",10,1531,"Si"
10227,"Nave",1,265,4,"bassa","Femmina",1,1345,"Si"
10228,"Nave",4,267,3,"bassa","Femmina",3,4566,"No"
10229,"Nave",1,238,2,"bassa","Maschio",9,5158,"No"
10230,"Nave",3,284,5,"media","Femmina",4,5343,"Si"
10231,"Nave",3,137,3,"media","Maschio",5,4854,"Si"
10232,"Nave",1,232,6,"bassa","Femmina",2,5281,"Si"
10233,"Nave",3,262,2,"bassa","Femmina",10,5951,"Si"
10234,"Nave",1,158,2,"media","Maschio",6,4873,"No"
10235,"Nave",5,226,4,"bassa","Femmina",10,5676,"Si"
10236,"Nave",3,199,2,"bassa","Maschio",4,5855,"No"
10237,"Nave",4,175,2,"media","Femmina",10,4927,"No"
10238,"Nave",1,233,3,"bassa","Femmina",9,5039,"No"
10239,"Nave",5,111,2,"bassa","Femmina",5,4038,"Si"
10240,"Nave",2,218,3,"bassa","Maschio",4,5363,"Si"
10241,"Nave",1,189,4,"bassa","Femmina",10,4166,"Si"
10242,"Nave",3,257,3,"bassa","Maschio",8,5944,"No"
10243,"Nave",2,160,3,"bassa","Maschio",5,4492,"No"
10244,"Nave",3,197,3,"bassa","Femmina",4,4858,"Si"
10245,"Nave",5,283,2,"bassa","Maschio",2,4207,"No"
10246,"Nave",5,197,4,"bassa","Femmina",7,4141,"Si"
10247,"Nave",1,259,4,"bassa","Femmina",9,4084,"Si"
10248,"Nave",3,195,3,"media","Maschio",5,5863,"No"
10249,"Strada",1,159,2,"media","Maschio",5,4906,"Si"
10250,"Strada",1,267,3,"media","Femmina",8,5415,"Si"
10251,"Strada",2,155,3,"bassa","Femmina",10,4485,"Si"
10252,"Strada",1,267,2,"bassa","Femmina",9,5744,"No"
10253,"Strada",1,239,3,"media","Femmina",9,4930,"Si"
10254,"Strada",1,263,3,"alta","Maschio",10,4911,"No"
10255,"Strada",5,217,3,"media","Maschio",3,5433,"No"
10256,"Strada",3,173,3,"bassa","Maschio",4,4793,"Si"
10257,"Strada",2,163,3,"bassa","Maschio",5,5887,"No"
10258,"Strada",5,232,5,"bassa","Femmina",2,5561,"No"
10259,"Strada",3,155,3,"media","Maschio",5,4957,"Si"
10260,"Strada",4,160,4,"bassa","Maschio",1,5341,"No"
10261,"Strada",4,200,3,"media","Maschio",3,4225,"No"
10262,"Strada",1,160,2,"media","Maschio",1,5741,"Si"
10263,"Strada",3,220,3,"bassa","Maschio",7,5323,"Si"
10264,"Strada",3,160,2,"media","Femmina",3,4665,"No"
10265,"Strada",4,136,3,"bassa","Femmina",4,5368,"No"
10266,"Strada",1,252,3,"alta","Femmina",2,5032,"No"
10267,"Strada",4,138,5,"media","Femmina",5,5690,"No"
10268,"Strada",4,173,3,"bassa","Maschio",10,4616,"No"
10269,"Strada",5,198,3,"bassa","Maschio",2,4272,"No"
10270,"Strada",1,194,2,"media","Femmina",3,5503,"No"
10271,"Aereo",5,157,3,"media","Maschio",10,5898,"Si"
10272,"Aereo",3,220,3,"bassa","Femmina",2,5065,"Si"
10273,"Aereo",4,160,3,"media","Maschio",5,4440,"No"
10274,"Aereo",4,214,2,"bassa","Maschio",7,5256,"Si"
10275,"Aereo",5,213,3,"media","Maschio",5,5247,"No"
10276,"Aereo",5,146,3,"media","Maschio",8,5637,"Si"
10277,"Aereo",3,176,5,"bassa","Maschio",2,5751,"Si"
10278,"Aereo",2,219,4,"bassa","Femmina",6,4314,"Si"
10279,"Aereo",3,164,3,"media","Femmina",4,4495,"No"
10280,"Aereo",4,168,2,"media","Femmina",7,4699,"Si"
10281,"Aereo",3,167,3,"bassa","Maschio",9,5026,"No"
10282,"Aereo",2,152,3,"media","Femmina",7,4244,"No"
10283,"Aereo",4,248,3,"bassa","Maschio",7,5335,"Si"
10284,"Aereo",5,177,2,"bassa","Femmina",2,4906,"Si"
10285,"Aereo",4,148,3,"bassa","Maschio",4,5716,"Si"
10286,"Aereo",2,107,2,"bassa","Femmina",8,4460,"No"
10287,"Aereo",2,196,2,"bassa","Maschio",10,5180,"Si"
10288,"Aereo",3,215,2,"bassa","Femmina",2,5661,"No"
10289,"Aereo",5,260,3,"bassa","Maschio",10,4331,"No"
10290,"Aereo",5,156,2,"bassa","Femmina",8,4817,"No"
10291,"Aereo",1,266,2,"alta","Maschio",4,5116,"No"
10292,"Aereo",1,146,3,"bassa","Femmina",1,4831,"Si"
10293,"Nave",2,210,3,"media","Femmina",10,5354,"No"
10294,"Nave",4,144,2,"media","Maschio",5,5867,"No"
10295,"Nave",5,181,4,"bassa","Femmina",1,5812,"No"
10296,"Nave",5,132,4,"bassa","Femmina",8,4339,"Si"
10297,"Nave",3,243,6,"media","Femmina",9,5640,"No"
10298,"Nave",3,166,4,"media","Femmina",1,4536,"No"
10299,"Nave",5,148,4,"media","Femmina",4,5909,"No"
10300,"Nave",4,221,5,"bassa","Maschio",9,4360,"No"
10301,"Nave",2,207,3,"media","Femmina",5,4702,"Si"
10302,"Nave",1,228,3,"media","Maschio",4,5347,"Si"
10303,"Nave",2,161,3,"media","Maschio",2,4174,"Si"
10304,"Nave",2,259,2,"alta","Femmina",10,5265,"No"
10305,"Nave",5,272,2,"bassa","Femmina",10,4962,"No"
10306,"Nave",4,154,3,"bassa","Maschio",4,5393,"Si"
10307,"Nave",2,174,3,"bassa","Maschio",4,5625,"No"
10308,"Nave",2,225,2,"media","Femmina",5,5943,"No"
10309,"Nave",5,209,3,"media","Maschio",8,5591,"No"
10310,"Nave",1,208,5,"bassa","Maschio",6,4537,"No"
10311,"Nave",4,163,3,"bassa","Maschio",8,4921,"Si"
10312,"Nave",5,174,3,"bassa","Maschio",7,5672,"Si"
10313,"Nave",5,236,3,"media","Femmina",1,5220,"No"
10314,"Nave",2,229,6,"media","Femmina",3,5689,"Si"
10315,"Nave",4,195,2,"bassa","Femmina",5,4660,"Si"
10316,"Nave",2,146,3,"bassa","Femmina",9,5871,"Si"
10317,"Nave",2,211,2,"bassa","Maschio",4,4978,"Si"
10318,"Nave",2,161,3,"bassa","Femmina",5,5999,"Si"
10319,"Nave",5,243,3,"media","Femmina",9,4182,"No"
10320,"Nave",3,169,2,"media","Femmina",8,4281,"Si"
10321,"Nave",4,273,3,"alta","Femmina",8,4530,"Si"
10322,"Nave",2,137,2,"media","Maschio",3,4622,"Si"
10323,"Nave",1,96,2,"alta","Femmina",9,4449,"Si"
10324,"Nave",5,177,4,"media","Femmina",2,4873,"No"
10325,"Nave",1,269,3,"bassa","Femmina",7,5211,"Si"
10326,"Nave",2,188,5,"media","Maschio",7,5673,"No"
10327,"Nave",1,238,3,"bassa","Femmina",10,4172,"No"
10328,"Nave",2,172,5,"media","Femmina",5,4805,"No"
10329,"Nave",4,134,5,"media","Maschio",2,5865,"Si"
10330,"Nave",2,191,2,"media","Femmina",8,4806,"Si"
10331,"Nave",3,210,6,"bassa","Maschio",6,4203,"Si"
10332,"Nave",5,161,3,"media","Femmina",2,5378,"No"
10333,"Nave",4,161,5,"media","Maschio",1,5779,"Si"
10334,"Nave",1,166,5,"bassa","Femmina",9,4472,"No"
10335,"Nave",3,170,4,"media","Femmina",9,4375,"No"
10336,"Nave",1,251,3,"media","Femmina",4,5291,"No"
10337,"Nave",3,214,3,"media","Maschio",3,4056,"Si"
10338,"Nave",3,197,3,"media","Femmina",6,5395,"No"
10339,"Nave",3,227,2,"alta","Maschio",5,4269,"Si"
10340,"Nave",5,265,2,"bassa","Femmina",6,4660,"Si"
10341,"Nave",5,287,5,"bassa","Maschio",2,5611,"Si"
10342,"Nave",5,206,2,"bassa","Maschio",3,5113,"Si"
10343,"Nave",2,192,3,"bassa","Femmina",4,5578,"Si"
10344,"Nave",1,109,4,"bassa","Femmina",3,5264,"Si"
10345,"Nave",3,180,2,"media","Maschio",7,5546,"Si"
10346,"Nave",2,224,3,"media","Maschio",2,4015,"No"
10347,"Nave",2,259,6,"media","Maschio",1,5873,"No"
10348,"Nave",4,269,3,"media","Maschio",8,5364,"Si"
10349,"Nave",4,187,4,"media","Femmina",1,4147,"No"
10350,"Nave",4,185,3,"bassa","Femmina",2,5288,"Si"
10351,"Nave",2,241,2,"media","Femmina",2,5448,"No"
10352,"Nave",5,228,3,"bassa","Maschio",8,5643,"Si"
10353,"Nave",2,214,2,"media","Femmina",9,4512,"No"
10354,"Nave",2,196,6,"bassa","Maschio",6,5414,"No"
10355,"Nave",1,175,3,"bassa","Maschio",6,4695,"No"
10356,"Nave",5,171,3,"media","Femmina",7,5318,"Si"
10357,"Nave",2,185,2,"media","Maschio",5,4066,"No"
10358,"Nave",4,226,3,"bassa","Maschio",9,4098,"Si"
10359,"Nave",1,265,3,"bassa","Femmina",4,4249,"No"
10360,"Nave",4,205,4,"media","Femmina",2,4690,"Si"
10361,"Nave",3,189,3,"media","Femmina",9,4825,"No"
10362,"Nave",4,141,3,"media","Maschio",2,5512,"No"
10363,"Nave",3,217,3,"bassa","Femmina",6,4887,"No"
10364,"Nave",2,198,3,"bassa","Femmina",4,5863,"No"
10365,"Nave",4,246,3,"media","Femmina",2,4150,"No"
10366,"Nave",4,261,4,"media","Femmina",7,5731,"No"
10367,"Nave",3,160,2,"bassa","Maschio",9,5940,"No"
10368,"Nave",5,135,3,"bassa","Femmina",4,5734,"No"
10369,"Nave",2,213,3,"bassa","Maschio",9,5526,"No"
10370,"Nave",4,189,6,"bassa","Femmina",9,4668,"Si"
10371,"Nave",1,259,3,"bassa","Maschio",9,5148,"Si"
10372,"Nave",5,170,3,"bassa","Maschio",2,5671,"No"
10373,"Nave",3,257,2,"media","Maschio",5,4681,"Si"
10374,"Nave",5,143,2,"bassa","Maschio",8,4754,"Si"
10375,"Nave",1,258,3,"bassa","Femmina",10,4906,"No"
