"","Year_Birth","Marital_Status","Income","Kidhome","Teenhome","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","Response"
"1321",1948,"Single",90842,0,0,774,70,118,182,187,93,0
"1322",1978,"Married",88097,1,0,163,0,480,0,126,75,1
"1323",1975,"Married",51948,0,1,82,33,54,71,30,41,0
"1324",1982,"Together",71853,0,0,358,108,413,141,97,32,0
"1325",1983,"Married",35876,0,0,66,2,40,4,3,14,0
"1326",1952,"Widow",40049,0,1,13,6,7,0,3,3,0
"1327",1982,"Single",39660,1,0,139,13,78,20,13,36,1
"1328",1962,"Together",50127,0,1,274,0,21,4,6,15,0
"1329",1977,"Married",43263,0,1,262,6,61,0,10,102,0
"1330",1949,"Married",62845,1,1,1099,0,45,0,0,34,1
"1331",1990,"Married",18929,0,0,32,0,8,23,4,18,0
"1332",1982,"Single",24367,1,0,2,4,2,0,11,5,0
"1333",1975,"Single",33249,1,0,6,10,21,19,14,42,0
"1334",1959,"Married",26887,0,1,6,7,4,3,4,6,0
"1335",1983,"Married",50150,0,0,135,46,92,65,61,11,0
"1336",1976,"Together",62061,0,1,641,7,84,0,30,38,0
"1337",1962,"Divorced",85696,0,0,714,76,395,116,0,12,1
"1338",1956,"Together",76542,0,0,794,73,573,0,29,14,0
"1339",1993,"Single",70515,0,0,420,0,452,182,64,140,1
"1340",1987,"Together",18227,1,0,1,2,7,4,3,11,0
"1341",1965,"Married",69139,0,1,86,12,75,33,15,6,0
"1342",1982,"Married",69109,0,0,823,25,459,124,29,95,1
"1343",1962,"Single",69627,0,1,231,161,215,171,30,53,0
"1344",1978,"Married",38136,1,0,8,15,27,0,20,33,0
"1345",1946,"Single",62159,0,0,182,17,259,77,70,29,0
"1346",1963,"Single",80695,0,0,557,129,984,193,37,18,0
"1347",1971,"Single",33316,1,1,79,1,31,4,4,12,0
"1348",1968,"Together",58554,1,1,368,24,68,38,0,88,0
"1349",1992,"Married",17256,1,0,6,4,14,8,8,22,0
"1350",1974,"Divorced",53034,1,1,160,15,196,15,11,50,0
"1351",1950,"Together",52203,0,0,488,21,238,56,108,28,0
"1352",1977,"Divorced",59601,0,1,691,7,69,0,7,23,0
"1353",1958,"Single",75154,0,1,543,10,205,160,143,82,1
"1354",1976,"Single",47025,0,1,254,7,108,20,0,26,0
"1355",1973,"Married",37971,1,0,5,4,10,2,2,7,0
"1356",1968,"Divorced",41335,1,0,112,19,21,16,14,5,0
"1357",1958,"Married",67267,0,1,134,11,59,15,2,30,0
"1358",1975,"Single",57338,0,1,143,6,52,11,8,17,0
"1359",1960,"Together",50523,1,1,51,4,24,4,7,1,0
"1360",1965,"Single",35791,2,1,27,0,5,0,0,3,0
"1361",1960,"Divorced",50611,0,1,459,0,24,6,0,4,0
"1362",1969,"Married",56242,0,1,689,8,167,11,8,88,0
"1363",1960,"Single",48904,0,1,283,10,38,0,13,27,0
"1364",1975,"Single",56243,1,2,347,0,35,4,3,7,0
"1365",1985,"Married",21355,1,0,5,13,14,0,5,31,1
"1366",1971,"Together",57420,0,1,280,0,18,0,0,24,0
"1367",1955,"Divorced",46390,0,1,95,14,64,2,9,38,0
"1368",1956,"Together",54342,1,1,84,10,34,11,10,28,0
"1369",1973,"Married",20895,1,0,18,3,17,3,0,4,0
"1370",1948,"Married",92344,0,0,992,24,694,51,19,119,0
"1371",1976,"Together",26907,1,1,9,1,7,0,3,2,0
"1372",1980,"Together",44964,1,1,19,1,17,2,0,2,0
"1373",1979,"Together",75507,0,0,709,93,374,104,80,80,0
"1374",1972,"Married",53761,1,1,158,0,76,13,7,71,0
"1375",1973,"Together",22682,1,0,10,14,29,4,2,36,0
"1376",1972,"Together",38887,1,0,25,1,13,0,0,3,0
"1377",1975,"Single",41658,1,1,8,4,12,15,4,29,0
"1378",1972,"Married",29791,1,0,14,0,6,0,0,0,0
"1379",1956,"Married",63915,0,2,622,7,115,30,0,15,0
"1380",1974,"Divorced",39996,1,1,11,0,3,0,0,1,0
"1381",1972,"Divorced",26759,1,0,25,3,16,8,5,2,0
"1382",1968,"Divorced",63841,0,1,635,15,100,20,7,131,0
"1383",1969,"Married",51039,1,1,100,64,79,65,0,109,0
"1384",1961,"Married",60544,1,1,201,2,43,3,5,35,0
"1385",1972,"Married",65685,0,1,642,14,49,0,7,57,0
"1386",1953,"Married",37716,0,1,97,1,41,6,2,41,0
"1387",1957,"Single",36864,0,1,204,5,39,17,0,89,1
"1388",1970,"Married",44511,1,0,513,7,133,46,14,14,0
"1389",1967,"Married",36947,1,1,88,3,21,4,1,29,0
"1390",1951,"Together",47352,0,1,172,12,112,8,0,15,0
"1391",1953,"Married",67087,0,1,329,35,222,130,35,43,0
"1392",1950,"Married",57045,0,1,296,13,104,11,13,17,0
"1393",1953,"Divorced",36957,1,1,100,2,16,2,1,31,1
"1394",1977,"Married",69389,0,1,422,7,238,69,46,15,0
"1395",1972,"Married",80134,1,0,1218,16,272,104,0,80,1
"1396",1969,"Married",43142,1,1,5,1,7,2,1,4,0
"1397",1944,"Married",80589,0,0,507,93,520,242,40,26,1
"1398",1990,"Single",34412,1,0,52,12,50,4,36,55,0
"1399",1979,"Single",57537,1,0,191,56,139,51,8,100,0
"1400",1966,"Together",22634,0,0,2,23,11,8,6,46,0
"1401",1948,"Together",51315,0,0,68,28,39,16,30,41,0
"1402",1972,"Married",36026,2,1,20,4,10,6,4,17,0
"1403",1973,"Married",24639,1,1,20,3,16,0,4,1,0
"1404",1972,"Together",34578,2,1,7,0,1,0,0,0,0
"1405",1972,"Single",65704,0,0,279,172,74,38,8,246,0
"1406",1966,"Single",63810,0,1,977,12,253,16,12,101,0
"1407",1969,"Together",54132,0,1,30,1,8,0,0,3,0
"1408",1959,"Married",18690,0,0,6,1,7,23,4,19,0
"1409",1970,"Married",28164,1,0,3,18,26,11,8,12,0
"1410",1974,"Married",34596,1,0,14,0,2,0,0,7,0
"1411",1972,"Married",43269,1,0,10,1,7,0,0,1,0
"1412",1958,"Single",38741,1,1,7,10,17,8,6,13,0
"1413",1972,"Single",31907,0,0,33,87,64,175,16,74,0
"1414",1983,"Married",27100,1,0,12,0,13,2,0,10,0
"1415",1973,"Divorced",31163,1,0,2,3,10,11,2,10,0
"1416",1985,"Married",92533,0,0,693,21,118,110,147,42,0
"1417",1973,"Single",34853,1,1,9,3,15,2,3,2,0
"1418",1967,"Divorced",70844,1,1,129,26,67,3,67,2,0
"1419",1979,"Married",31086,1,1,16,2,11,3,0,16,0
"1420",1961,"Married",60544,1,1,201,2,43,3,5,35,0
"1421",1986,"Together",20491,0,0,5,4,5,4,2,10,0
"1422",1964,"Married",42523,0,0,14,36,11,3,26,35,0
"1423",1983,"Married",39922,1,0,29,12,59,19,1,36,0
"1424",1952,"Together",33402,1,1,26,2,19,10,5,8,0
"1425",1949,"Married",36408,1,1,9,1,4,3,2,3,0
"1426",1979,"Together",21645,1,0,14,0,23,4,5,19,1
"1427",1948,"Widow",78427,0,0,972,19,595,180,26,138,1
"1428",1946,"Together",82657,0,0,966,168,672,246,105,126,0
"1429",1958,"Married",51876,0,0,99,27,102,28,48,6,0
"1430",1971,"Married",78041,0,0,482,35,553,72,160,17,0
"1431",1957,"Married",52852,0,1,714,8,99,11,0,47,0
"1432",1982,"Together",70038,0,0,587,54,348,71,54,130,0
"1433",1973,"Together",69401,0,1,399,27,159,58,8,39,0
"1434",1972,"Together",46053,1,0,56,10,92,19,7,25,0
"1435",1965,"Married",77343,0,0,227,151,573,98,54,31,0
"1436",1953,"Single",73892,0,0,703,102,601,0,58,43,1
"1437",1967,"Single",40304,1,0,37,0,17,0,0,3,0
"1438",1965,"Together",32727,0,0,167,13,180,86,13,70,0
"1439",1969,"Together",68695,0,0,458,81,356,106,50,40,0
"1440",1971,"Divorced",43300,0,1,91,3,52,2,1,31,1
"1441",1972,"Together",26290,1,1,15,8,16,11,5,22,0
"1442",1970,"Single",93790,0,0,1302,68,731,89,114,45,1
"1443",1974,"Married",38410,0,0,153,64,123,116,64,14,1
"1444",1950,"Widow",64866,0,1,508,5,21,7,5,10,0
"1445",1959,"Together",57957,0,1,290,59,177,77,5,29,0
"1446",1955,"Together",46015,1,1,38,0,2,0,0,6,0
"1447",1978,"Together",16531,1,0,2,13,6,7,5,11,0
"1448",1986,"Married",28072,1,0,30,0,10,2,0,5,0
"1449",1963,"Divorced",49476,0,1,386,23,95,54,41,196,0
"1450",1953,"Married",50725,0,1,443,10,75,0,10,48,0
"1451",1952,"Together",83844,0,0,901,31,345,75,31,191,0
"1452",1950,"Married",41145,1,1,9,0,3,0,0,1,0
"1453",1970,"Together",67419,0,1,846,84,352,91,56,42,0
"1454",1970,"Married",23162,1,1,8,3,9,19,4,22,0
"1455",1977,"Married",34380,1,0,72,7,58,13,1,24,0
"1456",1966,"Single",34704,0,1,29,0,5,0,1,5,0
"1457",1969,"Married",94871,0,2,169,24,553,188,0,144,1
"1458",1958,"Married",65148,0,1,460,35,422,33,12,153,0
"1459",1954,"Together",39898,0,1,69,8,26,12,7,12,0
"1460",1956,"Single",64857,0,0,556,14,717,210,0,43,0
"1461",1970,"Married",59892,0,1,73,0,13,0,1,0,0
"1462",1987,"Single",41020,0,0,112,1,54,7,7,36,0
"1463",1961,"Married",57072,0,1,944,0,60,0,0,30,0
"1464",1979,"Single",60474,0,1,265,199,303,234,9,170,0
"1465",1960,"Together",62807,0,1,526,28,135,10,21,99,0
"1466",1981,"Together",19414,1,0,2,3,12,3,5,7,0
"1467",1980,"Married",19107,1,0,2,4,9,10,5,16,0
"1468",1976,"Together",75484,0,1,378,97,259,197,194,34,0
"1469",1976,"Single",70379,0,1,553,25,142,65,67,8,0
"1470",1970,"Together",79419,0,0,751,127,687,20,15,31,0
"1471",1946,"Together",64014,2,1,406,0,30,0,0,8,0
"1472",1955,"Married",76998,0,1,1449,89,161,69,35,107,0
"1473",1972,"Together",49854,1,0,123,17,171,39,0,30,0
"1474",1971,"Married",60585,1,1,267,42,309,55,42,21,1
"1475",1950,"Divorced",42873,1,1,209,0,40,3,2,15,0
"1476",1988,"Together",87679,0,0,1259,172,815,97,148,33,1
"1477",1978,"Together",57867,1,0,344,35,178,15,23,17,0
"1478",1990,"Married",35765,1,0,22,3,30,0,5,15,0
"1479",1959,"Married",65492,0,0,247,161,295,210,85,47,0
"1480",1977,"Divorced",32952,1,0,38,0,12,3,1,1,0
"1481",1969,"Together",53374,0,1,896,10,101,13,10,34,1
"1482",1959,"Together",71706,0,1,931,56,253,91,98,14,0
"1483",1988,"Married",68487,0,0,758,12,385,33,89,89,0
"1484",1975,"Together",53253,1,1,216,9,57,20,9,125,0
"1485",1973,"Divorced",31163,1,0,2,3,10,11,2,10,0
"1486",1977,"Married",42014,1,0,244,15,108,4,15,50,1
"1487",1973,"Married",54108,1,1,539,6,91,8,6,97,0
"1488",1955,"Single",49667,0,0,1181,26,120,17,13,39,1
"1489",1974,"Married",63206,0,0,750,8,125,11,8,26,0
"1490",1972,"Married",57136,1,1,306,5,109,21,109,92,0
"1491",1975,"Together",46772,0,1,350,104,189,197,151,57,0
"1492",1971,"Married",78931,0,0,331,197,170,58,152,35,0
"1493",1958,"Together",53977,0,1,620,16,165,0,24,82,0
"1494",1988,"Married",84219,0,0,434,137,400,45,137,45,0
"1495",1975,"Single",46098,1,1,57,0,27,0,0,36,0
"1496",1965,"Married",73538,0,1,811,76,428,99,137,107,0
"1497",1986,"Married",79529,0,0,423,42,706,73,197,197,0
"1498",1977,"Together",20981,0,0,2,12,10,6,13,30,1
"1499",1980,"Single",51766,1,0,60,51,87,6,20,51,0
"1500",1962,"Married",55759,0,1,675,0,85,10,7,77,0
"1501",1978,"Married",33039,1,0,30,8,12,8,8,12,0
"1502",1972,"Married",37787,1,0,40,1,40,4,3,18,0
"1503",1970,"Single",27242,1,0,3,17,26,20,1,39,1
"1504",1983,"Single",87188,0,0,910,111,724,49,74,55,1
"1505",1971,"Together",69930,0,0,252,98,827,219,70,196,0
"1506",1976,"Single",37697,1,0,34,6,21,11,4,8,0
"1507",1973,"Married",37401,1,0,19,3,19,3,1,3,0
"1508",1973,"Single",3502,1,0,2,1,1,0,0,1,0
"1509",1976,"Married",58597,1,1,490,0,184,10,28,21,0
"1510",1948,"Widow",82032,0,0,332,194,377,149,125,57,0
"1511",1958,"Together",28087,1,1,53,8,17,13,0,21,0
"1512",1987,"Single",74004,0,0,784,48,560,42,176,48,1
"1513",1960,"Together",19740,0,1,7,11,3,10,4,20,0
"1514",1975,"Married",57036,0,1,1171,43,219,19,14,47,0
"1515",1958,"Together",53083,1,1,215,7,33,3,0,13,0
"1516",1975,"Married",69283,0,1,674,62,134,0,26,8,0
"1517",1975,"Single",46098,1,1,57,0,27,0,0,36,1
"1518",1988,"Married",23331,1,0,5,36,7,0,10,45,0
"1519",1988,"Single",23331,1,0,104,20,101,24,15,5,0
"1520",1989,"Single",9255,1,0,9,0,7,2,0,4,0
"1521",1959,"Widow",67786,0,0,431,82,441,80,20,102,1
"1522",1971,"Married",71969,0,1,1000,0,76,0,0,10,0
"1523",1967,"Single",59235,1,0,448,40,469,80,0,91,0
"1524",1989,"Together",31928,1,0,33,4,24,4,2,5,0
"1525",1961,"Together",74881,1,1,505,72,270,36,27,54,0
"1526",1978,"Married",65819,0,0,267,38,701,149,165,63,0
"1527",1953,"Single",51411,1,2,14,0,3,0,0,1,0
"1528",1964,"Divorced",51983,0,1,631,0,115,10,7,30,0
"1529",1986,"Together",42386,1,0,65,4,16,0,4,11,0
"1530",1987,"Married",30390,0,0,10,12,12,25,1,20,0
"1531",1963,"Single",30983,0,0,51,4,50,12,1,49,1
"1532",1957,"Widow",66033,0,1,293,35,179,46,59,65,0
"1533",1975,"Married",37284,1,1,11,1,2,2,1,6,0
"1534",1951,"Divorced",57530,0,1,50,1,27,6,7,1,0
"1535",1965,"Married",76800,0,0,173,26,255,35,71,81,0
"1536",1956,"Married",63943,0,1,423,184,368,13,97,21,0
"1537",1962,"Together",76081,0,0,292,30,415,63,33,200,0
"1538",1974,"Married",67445,0,1,757,80,217,29,80,11,0
"1539",1967,"Married",37054,1,1,12,1,6,0,1,5,0
"1540",1962,"Together",47175,1,1,167,2,44,6,2,19,1
"1541",1976,"Divorced",31859,1,0,3,1,3,8,0,5,0
"1542",1961,"Divorced",27215,2,1,30,5,22,8,9,28,0
"1543",1976,"Divorced",70179,0,1,532,88,168,69,44,133,0
"1544",1983,"Married",39922,1,0,29,12,59,19,1,36,0
"1545",1976,"Married",49681,0,2,411,0,26,0,0,21,0
"1546",1988,"Married",24645,1,0,5,3,4,4,1,0,0
"1547",1954,"Divorced",79865,0,1,71,99,278,185,121,38,0
"1548",1985,"Married",44322,1,0,46,0,40,3,0,3,0
"1549",1952,"Single",47958,0,1,268,11,88,15,3,22,0
"1550",1964,"Single",63972,0,1,928,63,254,0,12,12,0
"1551",1954,"Together",75315,0,1,459,15,171,142,23,31,0
"1552",1950,"Married",55517,1,1,483,0,108,0,6,36,1
"1553",1957,"Married",75283,1,2,733,9,180,12,19,66,0
"1554",1946,"Single",82800,0,0,1006,22,115,59,68,45,1
"1555",1954,"Married",38998,1,1,34,1,14,0,0,5,0
"1556",1991,"Single",90638,0,0,1156,120,915,94,144,96,1
"1557",1986,"Married",27161,1,0,7,4,23,7,0,11,0
"1558",1977,"Married",42014,1,0,244,15,108,4,15,50,1
"1559",1960,"Together",38201,0,1,233,0,23,0,0,12,0
"1560",1982,"Together",45203,2,0,35,3,67,10,8,24,1
"1561",1947,"Together",81574,0,0,1252,0,465,46,35,0,0
"1562",1992,"Married",34935,0,0,34,4,66,3,10,20,0
"1563",1976,"Single",60482,0,1,255,43,134,37,14,24,0
"1564",1956,"Together",34633,2,1,8,1,5,0,0,1,0
"1565",1947,"Together",78093,0,0,368,32,639,13,43,10,0
"1566",1950,"Divorced",82460,0,0,255,47,573,52,32,15,0
"1567",1966,"Together",45903,0,1,33,8,10,2,10,3,0
"1568",1987,"Divorced",81361,0,0,163,23,424,27,65,76,1
"1569",1973,"Divorced",35860,1,1,15,0,8,4,2,20,1
"1570",1952,"Together",40442,1,1,45,12,52,25,22,13,1
"1571",1965,"Married",61482,0,0,48,58,68,16,66,43,0
"1572",1980,"Married",34968,1,0,158,6,45,8,2,2,0
"1573",1987,"Married",75794,0,0,754,160,625,63,32,48,0
"1574",1962,"Together",31497,0,1,108,1,28,13,1,4,0
"1575",1955,"Married",74268,0,0,199,66,315,97,174,41,0
"1576",1988,"Together",13724,1,0,2,7,5,2,15,27,0
"1577",1965,"Together",45143,0,1,202,5,74,11,5,14,0
"1578",1967,"Single",52569,0,1,85,0,3,0,0,7,0
"1579",1973,"Single",48432,0,1,322,3,50,4,3,42,1
"1580",1960,"Together",17144,1,1,18,2,19,0,2,6,0
"1581",1984,"Single",36108,1,0,141,8,129,3,11,47,0
"1582",1971,"Married",76445,1,0,739,107,309,140,80,35,0
"1583",1975,"Married",36663,1,0,18,0,6,3,3,5,0
"1584",1965,"Married",53843,0,1,378,0,88,19,4,73,0
"1585",1956,"Married",90226,0,0,1083,108,649,253,151,108,0
"1586",1955,"Divorced",70638,0,0,1016,12,215,16,12,63,0
"1587",1960,"Together",44512,1,1,23,1,6,0,0,2,0
"1588",1961,"Married",27116,1,1,12,1,21,2,2,3,0
"1589",1963,"Married",54072,1,1,35,0,4,0,0,0,0
"1590",1977,"Married",71855,0,1,548,31,422,0,112,28,0
"1591",1990,"Single",51250,1,0,342,32,230,34,32,40,0
"1592",1973,"Married",60432,0,1,365,3,15,4,3,11,0
"1593",1964,"Married",65526,0,1,397,19,69,12,0,9,0
"1594",1988,"Single",68655,0,0,456,19,832,75,118,38,0
"1595",1978,"Married",12393,0,0,5,6,15,11,7,13,0
"1596",1990,"Single",64509,0,0,836,185,575,24,25,77,1
"1597",1975,"Single",33955,1,0,100,2,128,23,7,10,0
"1598",1977,"Married",31353,1,1,10,0,10,3,1,7,1
"1599",1984,"Married",55434,1,0,238,115,215,169,69,76,0
"1600",1983,"Together",28359,1,0,6,0,5,2,1,2,0
"1601",1987,"Single",57100,1,0,158,11,99,15,11,17,0
"1602",1965,"Married",69139,0,1,86,12,75,33,15,6,0
"1603",1956,"Married",52973,0,1,856,0,76,12,9,199,0
"1604",1965,"Together",51717,0,1,98,1,17,0,1,5,0
"1605",1971,"Married",18793,1,0,4,16,20,0,17,20,0
"1606",1982,"Together",66664,0,0,398,96,447,220,96,32,0
"1607",1959,"Single",50664,1,1,313,8,104,6,4,126,0
"1608",1963,"Together",54414,1,1,109,18,16,24,26,18,0
"1609",1952,"Married",54549,0,1,216,2,6,0,0,9,0
"1610",1971,"Widow",47111,0,1,595,71,153,120,112,41,0
"1611",1963,"Divorced",41003,0,0,123,133,142,71,44,88,0
"1612",1982,"Together",19444,1,0,16,0,23,3,2,10,1
"1613",1976,"Together",36301,1,0,11,12,35,3,5,12,0
"1614",1947,"Together",73059,0,1,410,112,420,0,82,71,0
"1615",1969,"Together",42731,1,0,159,2,51,6,2,24,0
"1616",1959,"Married",52854,1,1,105,0,10,0,1,0,0
"1617",1978,"Together",22775,1,0,5,1,8,0,0,1,0
"1618",1948,"Together",46681,0,2,269,15,69,15,19,38,0
"1619",1955,"Married",59821,0,1,629,0,70,0,0,35,0
"1620",1954,"Divorced",50002,0,1,443,5,71,21,16,82,0
"1621",1945,"Married",69755,0,0,217,77,373,111,23,93,0
"1622",1969,"Married",44078,1,1,24,1,10,2,0,4,0
"1623",1976,"Together",30560,1,0,9,1,5,4,5,7,0
"1624",1969,"Together",35924,1,1,8,0,14,2,3,7,0
"1625",1964,"Divorced",64140,0,2,1459,0,61,0,15,215,1
"1626",1981,"Together",56386,1,1,230,48,214,13,32,75,0
"1627",1979,"Together",24594,1,0,1,3,6,10,0,9,0
"1628",1981,"Together",75774,1,0,340,21,134,258,14,56,0
"1629",1960,"Divorced",39228,0,0,7,1,6,0,3,3,0
"1630",1974,"Married",58494,0,1,298,7,68,4,0,19,0
"1631",1981,"Single",58684,0,0,479,35,179,28,7,85,0
"1632",1967,"Divorced",57136,0,0,267,140,599,34,12,127,1
"1633",1950,"Widow",56551,1,1,67,4,32,17,2,16,0
"1634",1982,"Married",22448,1,0,3,1,8,23,2,18,0
"1635",1961,"Single",82014,0,0,980,37,265,35,163,31,1
"1636",1963,"Widow",34213,1,1,50,4,28,6,3,26,1
"1637",1977,"Together",157146,0,0,1,0,1725,2,1,1,0
"1638",1947,"Widow",25358,0,1,19,0,5,0,0,8,0
"1639",1978,"Single",35544,1,0,30,5,23,4,1,4,0
"1640",1954,"Together",36634,0,1,213,9,76,4,3,30,0
"1641",1954,"Married",62670,0,1,539,30,92,80,46,38,0
"1642",1972,"Together",50334,0,1,284,16,160,84,16,134,0
"1643",1981,"Single",72066,0,0,1003,34,536,134,51,34,1
"1644",1958,"Single",50729,1,1,239,13,143,45,4,52,0
"1645",1968,"Together",34916,2,0,51,23,82,33,0,42,0
"1646",1976,"Divorced",64892,0,1,527,24,230,32,24,65,0
"1647",1966,"Single",43602,1,1,19,5,12,10,3,19,0
"1648",1989,"Single",33996,0,0,40,2,15,8,0,6,0
"1649",1985,"Single",41473,1,0,21,8,20,15,3,9,0
"1650",1967,"Married",63246,0,2,593,30,91,29,22,7,0
"1651",1959,"Married",36732,1,1,21,5,3,10,1,7,0
"1652",1970,"Married",69084,1,0,1181,107,199,39,30,30,0
"1653",1967,"Married",77766,0,1,1004,59,265,115,59,27,1
"1654",1985,"Single",37929,0,0,202,2,46,3,2,10,1
"1655",1951,"Together",86610,0,0,446,107,768,33,196,53,0
"1656",1986,"Married",80141,0,0,1184,102,673,52,40,40,1
"1657",1955,"Married",72635,0,0,390,22,323,104,35,107,0
"1658",1970,"Married",69016,0,1,726,53,363,123,107,161,0
"1659",1991,"Together",20193,0,0,8,8,22,24,11,9,0
"1660",1975,"Married",27573,1,0,50,15,110,39,15,15,0
"1661",1979,"Single",15862,1,0,1,1,4,11,9,10,0
"1662",1976,"Married",49544,1,0,308,0,73,0,0,23,0
"1663",1980,"Married",33228,1,0,22,2,31,7,4,5,0
"1664",1978,"Together",70440,0,0,690,117,499,76,102,88,0
"1665",1971,"Together",38232,1,1,43,5,28,7,6,33,0
"1666",1955,"Married",22554,1,1,27,0,10,0,0,4,0
"1667",1983,"Married",23536,1,0,6,0,3,0,0,1,0
"1668",1952,"Married",49413,0,1,205,7,41,3,2,46,0
"1669",1969,"Married",42231,1,1,24,0,8,0,1,4,0
"1670",1980,"Divorced",78789,0,0,667,50,850,21,83,83,1
"1671",1968,"Together",56534,0,1,691,7,61,10,0,46,1
"1672",1971,"Single",58350,0,1,493,26,206,116,80,80,0
"1673",1989,"Single",81217,0,0,493,70,324,146,40,84,0
"1674",1951,"Single",49090,0,1,494,5,82,7,0,100,0
"1675",1987,"Divorced",61787,0,0,621,73,414,78,48,85,0
"1676",1985,"Married",18169,1,0,9,0,5,0,0,7,0
"1677",1981,"Single",24336,1,0,1,6,2,8,2,12,0
"1678",1990,"Married",18222,0,0,12,4,19,12,6,14,0
"1679",1952,"Divorced",62335,0,1,243,131,217,85,6,26,0
"1680",1971,"Together",42033,1,1,11,1,4,2,0,7,0
"1681",1983,"Married",86580,0,0,532,21,127,26,20,20,0
"1682",1957,"Divorced",41437,1,1,29,0,2,0,0,1,0
"1683",1951,"Widow",73705,0,2,612,91,520,258,107,107,0
"1684",1976,"Married",61064,0,1,387,126,342,0,45,180,0
"1685",1955,"Married",38452,1,1,56,0,14,0,0,2,0
"1686",1989,"Single",18358,1,0,6,8,19,16,4,4,0
"1687",1973,"Together",55012,0,1,582,0,65,0,0,13,0
"1688",1973,"Together",9722,1,0,6,17,16,6,16,42,1
"1689",1984,"Married",38175,1,0,70,6,69,2,3,3,0
"1690",1956,"Together",58656,0,1,962,12,194,16,24,12,0
"1691",1965,"Together",52117,0,1,112,10,107,30,0,20,0
"1692",1978,"Married",64813,1,0,293,0,124,179,97,52,0
"1693",1973,"Married",54222,0,1,199,12,31,3,12,7,0
"1694",1986,"Married",83512,0,0,1060,61,835,80,20,101,1
"1695",1959,"Married",77520,0,1,940,44,396,0,88,58,1
"1696",1978,"Together",41154,0,1,44,2,11,2,3,7,0
"1697",1966,"Married",80398,0,0,342,51,936,207,35,26,0
"1698",1992,"Single",18746,1,0,2,10,11,12,9,20,0
"1699",1984,"Together",35196,1,0,75,12,141,43,39,187,0
"1700",1956,"Single",60230,0,1,520,20,367,39,81,40,0
"1701",1977,"Married",22108,1,1,5,3,9,6,2,6,0
"1702",1974,"Together",44392,1,1,87,5,71,7,12,29,0
"1703",1976,"Married",55424,0,1,462,61,184,10,53,107,1
"1704",1979,"Married",17688,1,0,2,2,1,3,1,2,0
"1705",1983,"Married",92491,0,0,979,44,935,29,25,22,1
"1706",1991,"Single",90273,0,0,704,129,853,120,74,111,1
"1707",1962,"Widow",82571,0,0,861,31,558,62,95,79,0
"1708",1982,"Single",38513,1,0,172,3,115,16,0,18,1
"1709",1979,"Single",16653,1,0,5,7,31,15,4,7,1
"1710",1955,"Together",42586,1,1,194,2,56,0,0,0,1
"1711",1965,"Single",23529,0,1,9,7,13,3,2,20,0
"1712",1961,"Together",74881,1,1,505,72,270,36,27,54,0
"1713",1951,"Married",71107,0,1,533,10,217,198,174,195,0
"1714",1964,"Together",46910,1,1,48,0,14,0,0,6,0
"1715",1959,"Married",18690,0,0,6,1,7,23,4,19,0
"1716",1955,"Divorced",37244,1,1,18,2,10,0,0,25,0
"1717",1966,"Together",82427,0,0,482,147,509,104,107,107,0
"1718",1958,"Single",75342,0,1,204,97,97,21,118,26,0
"1719",1954,"Divorced",70044,0,1,1073,0,250,153,14,14,0
"1720",1967,"Single",79146,1,1,245,16,223,21,43,16,0
"1721",1963,"Married",77437,0,0,560,21,442,29,44,29,0
"1722",1959,"Married",54984,0,1,173,13,131,32,3,6,0
"1723",1971,"Married",42403,1,0,22,1,11,0,5,3,0
"1724",1964,"Together",55761,0,1,136,1,12,0,3,32,0
"1725",1983,"Together",37292,1,0,275,0,86,10,23,66,0
"1726",1945,"Single",45576,0,0,56,19,29,2,14,25,1
"1727",1947,"Together",70321,0,0,303,23,751,82,26,191,1
"1728",1969,"Divorced",58086,0,1,708,7,62,0,0,15,0
"1729",1952,"Married",81795,0,0,324,132,693,27,118,88,0
"1730",1947,"Together",28389,0,0,1,5,3,7,4,8,0
"1731",1946,"Married",66835,0,0,620,26,195,34,17,141,0
"1732",1969,"Divorced",69901,0,1,312,21,206,102,92,149,0
"1733",1949,"Married",80360,0,0,1493,86,454,112,43,43,0
"1734",1961,"Together",63342,0,1,918,21,118,13,10,21,1
"1735",1974,"Married",44989,0,1,98,0,106,49,10,106,0
"1736",1980,"Single",31859,1,0,3,4,7,15,8,11,0
"1737",1949,"Widow",51569,0,1,380,0,47,6,0,34,1
"1738",1971,"Widow",30372,1,1,15,0,12,7,3,7,0
"1739",1979,"Single",16014,1,1,3,9,4,7,8,7,0
"1740",1968,"Married",41120,1,1,24,2,23,0,8,24,0
"1741",1971,"Single",39763,1,0,80,1,60,4,6,16,1
"1742",1955,"Married",38725,1,1,31,0,6,2,1,5,0
"1743",1972,"Married",77981,1,0,138,120,204,16,126,60,0
"1744",1964,"Married",62905,0,1,166,75,96,119,107,59,0
"1745",1979,"Divorced",13533,1,0,12,3,8,8,0,17,0
"1746",1975,"Together",59481,0,1,178,3,85,71,66,58,0
"1747",1977,"Married",72117,0,1,707,20,171,65,60,50,0
"1748",1986,"Married",21955,1,0,5,1,7,17,14,11,0
"1749",1956,"Married",67131,0,1,465,71,250,93,35,62,0
"1750",1980,"Single",36802,1,0,16,1,2,0,0,1,0
"1751",1982,"Together",71853,0,0,358,108,413,141,97,32,0
